time (sec),level (dB(SPL))
0.1,81.8655
0.2,76.9469
0.3,75.8554
0.4,80.9078
0.5,75.3904
0.6,77.5091
0.7,87.0099
0.8,86.7586
0.9,77.8441
1,70.5317
1.1,69.5572
1.2,67.627
1.3,66.6722
1.4,85.5865
1.5,88.4253
1.6,85.1859
1.7,84.3289
1.8,80.8568
1.9,90.8361
2,85.1423
2.1,74.1776
2.2,77.3933
2.3,74.4137
2.4,80.0497
2.5,80.51
2.6,81.8135
2.7,82.1418
2.8,81.3457
2.9,79.4212
3,73.4205
3.1,71.1509
3.2,69.2851
3.3,67.7457
3.4,72.5372
3.5,78.398
3.6,74.6137
3.7,72.2883
3.8,71.2164
3.9,82.2252
4,81.4975
4.1,77.5466
4.2,74.4795
4.3,73.139
4.4,74.4009
4.5,77.0267
4.6,74.7448
4.7,69.2151
4.8,70.6577
4.9,69.6257
5,69.7729
5.1,68.5931
5.2,68.8149
5.3,77.2641
5.4,78.8808
5.5,77.1141
5.6,73.2441
5.7,85.5366
5.8,84.9218
5.9,64.4704
6,87.5301
6.1,83.7496
6.2,80.0606
6.3,74.1649
6.4,74.3505
6.5,76.1618
6.6,84.4529
6.7,80.6158
6.8,82.5408
6.9,82.155
7,77.8853
7.1,77.3835
7.2,73.7842
7.3,71.896
7.4,73.6423
7.5,69.8076
7.6,67.1115
7.7,66.0327
7.8,66.4052
7.9,71.4376
8,79.6457
8.1,76.4783
8.2,80.8079
8.3,80.5835
8.4,76.6259
8.5,72.4837
8.6,85.3482
8.7,82.1146
8.8,81.1594
8.9,85.1413
9,78.97
9.1,83.857
9.2,79.6901
9.3,81.8562
9.4,78.255
9.5,76.0936
9.6,75.4116
9.7,83.019
9.8,76.7076
9.9,80.129
10,83.7023
10.1,82.1204
10.2,81.9498
10.3,78.4781
10.4,76.0176
10.5,71.0933
10.6,77.2547
10.7,75.4303
10.8,72.1621
10.9,71.3802
11,79.3524
11.1,71.8554
11.2,69.0255
11.3,65.045
11.4,68.6673
11.5,72.7978
11.6,71.2114
11.7,79.7853
11.8,79.3439
11.9,78.3079
12,77.1542
12.1,74.5193
12.2,73.5586
12.3,76.803
12.4,78.9825
12.5,72.4488
12.6,68.8852
12.7,66.8725
12.8,66.4563
12.9,67.3066
13,65.8256
13.1,72.2626
13.2,71.7058
13.3,72.5454
13.4,70.8953
13.5,84.5723
13.6,86.1918
13.7,83.0377
13.8,82.0898
13.9,79.6976
14,72.1799
14.1,75.1346
14.2,76.3561
14.3,80.2117
14.4,81.2987
14.5,68.2609
14.6,87.0292
14.7,83.4378
14.8,84.5586
14.9,72.07
15,77.4802
15.1,81.1907
15.2,80.7068
15.3,79.7092
15.4,79.2401
15.5,73.9098
15.6,68.9499
15.7,68.9598
15.8,75.5602
15.9,82.11
16,79.3068
16.1,75.1889
16.2,72.6047
16.3,73.1319
16.4,73.4584
16.5,71.5404
16.6,68.5991
16.7,68.2984
16.8,76.786
16.9,74.4882
17,66.3509
17.1,73.4114
17.2,63.7619
17.3,69.5643
17.4,73.911
17.5,73.5201
17.6,73.9385
17.7,73.6319
17.8,75.7599
17.9,72.7474
18,69.1872
18.1,69.3021
18.2,66.7386
18.3,65.1459
18.4,63.2087
18.5,62.1621
18.6,62.4141
18.7,63.2056
18.8,74.877
18.9,79.6314
19,76.5214
19.1,60.8035
19.2,70.7191
19.3,78.3729
19.4,65.8093
19.5,67.1744
19.6,83.8977
19.7,84.3971
19.8,62.3127
19.9,58.2422
20,80.55
20.1,79.6499
20.2,67.3959
20.3,81.4495
20.4,76.8999
20.5,71.262
20.6,70.7212
20.7,74.2452
20.8,76.9629
20.9,71.5739
21,74.5284
21.1,68.8967
21.2,63.4029
21.3,64.5972
21.4,65.3601
21.5,82.876
21.6,70.7603
21.7,67.4764
21.8,64.5538
21.9,69.164
22,69.2612
22.1,75.2688
22.2,74.6076
22.3,72.7598
22.4,68.3292
22.5,64.9487
22.6,62.515
22.7,61.3182
22.8,71.3014
22.9,75.0684
23,84.3921
23.1,87.4503
23.2,83.8561
23.3,80.4696
23.4,81.0618
23.5,81.5029
23.6,75.989
23.7,72.7856
23.8,64.2673
23.9,81.9023
24,77.8813
24.1,76.1628
24.2,77.2925
24.3,79.9213
24.4,75.8022
24.5,76.2857
24.6,73.0516
24.7,76.7258
24.8,79.027
24.9,79.5552
25,75.3455
25.1,70.6732
25.2,80.8455
25.3,75.1855
25.4,72.502
25.5,74.1863
25.6,73.0602
25.7,69.8752
25.8,67.9212
25.9,69.9079
26,70.2008
26.1,75.0762
26.2,76.4861
26.3,75.2048
26.4,75.7113
26.5,73.603
26.6,73.051
26.7,68.9411
26.8,66.19
26.9,63.3116
27,61.4155
27.1,60.2143
27.2,62.8242
27.3,87.4057
27.4,84.1161
27.5,70.3146
27.6,77.51
27.7,88.1444
27.8,78.0044
27.9,75.3683
28,90.3437
