time (sec),level (dB(SPL))
0.1,74.6783
0.2,73.255
0.3,71.2963
0.4,67.3707
0.5,65.9556
0.6,69.5775
0.7,71.8749
0.8,74.7224
0.9,70.6646
1,60.1636
1.1,76.0254
1.2,73.3176
1.3,61.1306
1.4,67.3104
1.5,66.6866
1.6,66.0109
1.7,72.0902
1.8,68.8654
1.9,66.3217
2,66.5558
2.1,70.6921
2.2,67.1077
2.3,73.3111
2.4,72.672
2.5,74.0615
2.6,76.0356
2.7,66.3357
2.8,74.79
2.9,75.4725
3,71.496
3.1,71.2663
3.2,72.266
3.3,71.1985
3.4,78.1536
3.5,74.1412
3.6,66.8766
3.7,73.6483
3.8,70.7011
3.9,67.0903
4,72.0697
4.1,77.5405
4.2,73.5569
4.3,69.2335
4.4,70.7383
4.5,67.8166
4.6,73.9685
4.7,71.6796
4.8,84.449
4.9,76.7446
5,73.4145
5.1,71.5419
5.2,73.4037
5.3,73.3897
5.4,69.147
5.5,74.4066
5.6,66.2609
5.7,68.6093
5.8,60.0879
5.9,55.5865
6,61.8517
6.1,70.0732
6.2,66.3784
6.3,67.0322
6.4,63.8528
6.5,62.6451
6.6,64.5042
6.7,72.8525
6.8,75.4135
6.9,71.6864
7,61.3948
7.1,66.7021
7.2,63.9552
7.3,77.7926
7.4,83.8903
7.5,71.3271
7.6,74.4071
7.7,74.1349
7.8,75.674
7.9,68.0926
8,65.1379
8.1,69.0524
8.2,66.6736
8.3,70.0603
8.4,68.5387
8.5,80.7108
8.6,73.7357
8.7,65.1982
8.8,69.2216
8.9,59.2965
9,63.2543
9.1,73.5677
9.2,73.4375
9.3,70.5667
9.4,68.251
9.5,56.3507
9.6,59.7305
9.7,59.2482
9.8,58.4195
9.9,56.0771
10,55.5494
10.1,58.8256
10.2,71.7158
10.3,73.0482
10.4,62.0434
10.5,61.441
10.6,62.3975
10.7,58.6897
10.8,59.2945
10.9,66.6562
11,65.0297
11.1,65.6823
11.2,68.9382
11.3,66.1573
11.4,65.3007
11.5,59.4382
11.6,77.1947
11.7,83.5136
11.8,66.3804
11.9,61.3776
12,58.4396
12.1,56.2921
12.2,54.5929
12.3,52.3795
12.4,59.5406
12.5,58.9567
12.6,81.0357
12.7,78.2243
12.8,78.1762
12.9,77.3717
13,85.2441
13.1,74.7046
13.2,63.0897
13.3,60.8294
13.4,76.1978
13.5,66.4113
13.6,61.1957
13.7,56.7469
13.8,66.4814
13.9,74.3398
14,75.7508
