time (sec),level (dB(SPL))
0.1,88.5112
0.2,84.4252
0.3,73.1345
0.4,64.9119
0.5,65.7087
0.6,60.5762
0.7,56.6954
0.8,56.7429
0.9,68.7394
1,76.5516
1.1,64.1453
1.2,68.7172
1.3,65.2472
1.4,85.5571
1.5,87.5812
1.6,77.2616
1.7,70.3897
1.8,64.3911
1.9,62.6336
2,65.0563
2.1,72.8882
2.2,68.3997
2.3,80.8488
2.4,79.9147
2.5,70.6695
2.6,66.6693
2.7,62.8307
2.8,65.9161
2.9,61.8534
3,62.363
3.1,67.3147
3.2,62.2151
3.3,66.3569
3.4,65.3276
3.5,72.4112
3.6,78.9972
3.7,73.9273
3.8,69.8688
3.9,76.3933
4,71.445
4.1,77.3515
4.2,71.8307
4.3,71.7457
4.4,60.9883
4.5,58.2275
4.6,76.7527
4.7,67.6909
4.8,63.4154
4.9,56.5332
5,64.0547
5.1,55.827
5.2,74.7846
5.3,51.5915
5.4,68.8705
5.5,76.6769
5.6,76.7802
5.7,72.0986
5.8,74.8287
5.9,72.7166
6,66.4365
6.1,65.9362
6.2,71.5933
6.3,76.4595
6.4,69.3523
6.5,70.2739
6.6,75.948
6.7,73.3078
6.8,76.9476
6.9,68.2311
7,76.1221
7.1,68.6029
7.2,74.8503
7.3,71.1315
7.4,74.8202
7.5,74.3216
7.6,63.9139
7.7,70.8026
7.8,71.1108
7.9,74.0028
8,80.2678
8.1,75.3998
8.2,73.3328
8.3,67.2557
8.4,58.5707
8.5,54.7817
8.6,62.1586
8.7,70.4421
8.8,76.0834
8.9,72.6823
9,62.8366
9.1,69.3031
9.2,74.157
9.3,80.0712
9.4,83.8516
9.5,71.6216
9.6,76.5622
9.7,76.0494
9.8,76.1429
9.9,82.0116
10,78.8461
10.1,73.1238
10.2,72.8503
10.3,75.7902
10.4,73.5075
10.5,69.3173
10.6,70.9531
10.7,71.4656
10.8,70.2672
10.9,65.8607
11,77.504
11.1,77.7922
11.2,72.4192
11.3,76.4105
11.4,76.2173
11.5,62.6416
11.6,58.9087
11.7,77.8611
11.8,73.1405
11.9,64.9062
12,60.1843
12.1,62.8615
12.2,59.3959
12.3,58.0983
12.4,64.3468
12.5,79.4436
12.6,73.9999
12.7,70.3073
12.8,70.5643
12.9,74.8457
13,70.813
13.1,71.3837
13.2,67.3818
13.3,58.0345
13.4,76.2104
13.5,81.1376
13.6,79.6572
13.7,74.2601
13.8,80.5225
13.9,69.6816
14,69.1115
14.1,71.6
14.2,73.8829
14.3,65.4314
14.4,65.4245
14.5,61.68
14.6,68.5143
14.7,72.0151
14.8,69.2225
14.9,70.9628
15,66.0352
15.1,62.2938
15.2,62.8366
15.3,61.443
15.4,62.6053
15.5,62.9574
15.6,65.8093
15.7,73.2951
15.8,74.7464
15.9,70.8118
16,67.0105
16.1,74.8909
16.2,76.7606
16.3,66.6209
16.4,64.3379
16.5,70.7449
16.6,74.4049
16.7,74.552
16.8,85.9633
16.9,78.94
17,73.2369
17.1,81.4838
17.2,74.6429
17.3,72.9244
17.4,70.6922
17.5,76.6112
17.6,71.4722
17.7,70.2003
17.8,72.4229
17.9,72.096
18,84.4255
18.1,74.0802
18.2,66.4179
18.3,70.9168
18.4,73.3254
18.5,70.3574
18.6,68.3235
18.7,69.677
18.8,68.0732
18.9,70.7749
19,73.9724
19.1,72.2984
19.2,67.5545
19.3,68.1737
19.4,68.2863
19.5,67.2988
19.6,69.6231
19.7,68.9715
19.8,67.0059
19.9,68.6013
20,75.0172
20.1,72.3226
20.2,67.4004
20.3,68.2467
20.4,73.342
20.5,71.0849
20.6,67.0271
20.7,70.2554
20.8,70.0859
20.9,68.6645
21,70.9521
21.1,67.6626
21.2,65.9218
21.3,68.0682
21.4,77.6648
21.5,68.3247
21.6,66.0067
21.7,66.5742
21.8,66.3738
21.9,63.946
22,63.6197
22.1,64.8148
22.2,64.9424
22.3,63.514
22.4,65.8394
22.5,69.5272
22.6,68.7457
22.7,69.0071
22.8,68.3936
22.9,69.0957
23,67.5421
23.1,68.6923
23.2,78.7398
23.3,76.7888
23.4,79.3004
23.5,80.9273
23.6,81.6616
23.7,84.5007
23.8,77.9329
23.9,85.4711
24,66.877
24.1,64.5465
24.2,64.8516
24.3,63.5117
24.4,74.9936
24.5,73.9074
24.6,68.8252
24.7,66.6299
24.8,63.9449
24.9,63.7726
25,64.1635
25.1,67.2748
25.2,70.8415
25.3,72.496
25.4,64.4535
25.5,64.4284
25.6,63.5956
25.7,65.5388
25.8,69.6493
25.9,68.2828
26,72.7553
26.1,83.2882
26.2,67.7506
26.3,65.2631
26.4,68.9601
26.5,71.6529
26.6,70.1838
26.7,70.5453
26.8,70.2593
26.9,70.3509
27,68.947
27.1,67.6022
27.2,67.5453
27.3,64.9163
27.4,66.9357
27.5,67.7035
27.6,65.5587
27.7,66.7752
27.8,87.5323
27.9,71.4355
28,68.593
28.1,67.7043
28.2,72.5386
28.3,70.7764
28.4,67.5446
28.5,65.0577
28.6,67.7761
28.7,66.6801
28.8,66.4172
28.9,64.8998
29,66.2865
29.1,64.7635
29.2,63.2494
29.3,64.3622
29.4,63.8816
29.5,64.0568
29.6,75.2121
29.7,77.1814
29.8,73.5357
29.9,77.0994
30,74.4374
30.1,77.249
30.2,71.3008
30.3,70.9851
30.4,65.6384
30.5,70.0166
30.6,71.5172
30.7,73.1135
30.8,68.478
30.9,70.1295
31,71.8967
31.1,82.8976
31.2,73.9764
31.3,67.2463
31.4,64.1809
31.5,63.7132
31.6,65.9057
31.7,68.4013
31.8,76.2173
31.9,79.708
32,79.9555
32.1,66.5043
32.2,64.5116
32.3,76.5949
32.4,77.0946
32.5,64.4463
32.6,75.7558
32.7,83.8039
32.8,73.1676
32.9,68.1803
33,71.3194
33.1,69.8399
33.2,75.8397
33.3,86.7898
33.4,83.6986
33.5,75.44
33.6,72.7349
33.7,77.9153
33.8,79.1758
33.9,80.5151
34,70.0671
34.1,68.5841
34.2,72.8596
34.3,63.3632
34.4,66.8085
34.5,74.7995
34.6,74.9875
34.7,72.2445
34.8,68.264
34.9,70.8488
35,72.9991
35.1,69.1357
35.2,72.5089
35.3,69.7242
35.4,66.4739
35.5,78.6973
35.6,76.5994
35.7,63.4713
35.8,71.1543
35.9,68.7238
36,76.5322
36.1,77.6855
36.2,70.05
36.3,65.7862
36.4,68.7962
36.5,66.4181
36.6,79.0875
36.7,83.2598
36.8,74.4774
36.9,72.7134
37,72.6482
37.1,68.6346
37.2,71.7312
37.3,66.7622
37.4,76.6343
37.5,71.15
37.6,71.3525
37.7,66.9339
37.8,67.162
37.9,64.6539
38,61.042
38.1,61.1446
38.2,75.315
38.3,80.5547
38.4,84.5155
38.5,69.7809
38.6,66.4716
38.7,60.0245
38.8,69.3925
38.9,74.1135
39,75.9215
39.1,85.651
39.2,68.4499
39.3,64.1801
39.4,68.1995
39.5,79.3829
39.6,74.1245
39.7,76.7722
39.8,81.0977
39.9,65.3297
40,79.3211
40.1,64.287
40.2,61.7589
40.3,72.6542
40.4,70.6069
40.5,75.6271
40.6,82.2419
40.7,79.1119
40.8,80.363
40.9,69.8436
41,73.9041
41.1,67.5901
41.2,65.9737
41.3,59.0217
41.4,58.7606
41.5,60.9773
41.6,71.5932
41.7,78.4127
41.8,77.221
41.9,73.287
42,74.3692
42.1,79.1376
42.2,69.7249
42.3,78.7964
42.4,72.614
42.5,78.5709
42.6,71.358
42.7,68.5324
42.8,79.4929
42.9,70.7065
43,77.7666
43.1,59.664
43.2,65.5613
43.3,70.2816
43.4,62.8243
43.5,66.3359
43.6,65.0344
43.7,58.5263
43.8,52.6828
43.9,54.8175
44,53.7429
44.1,51.6031
44.2,51.5425
44.3,65.3693
44.4,56.4513
44.5,51.6737
44.6,51.9206
44.7,54.6287
44.8,52.0429
44.9,52.4875
45,54.1307
45.1,54.3546
45.2,53.1983
45.3,54.8489
45.4,60.252
45.5,56.1731
