time (sec),level (dB(SPL))
32,76.7255
32.1,75.7624
32.2,78.068
32.3,76.0996
32.4,75.416
32.5,74.6695
32.6,75.1158
32.7,74.1434
32.8,74.3991
32.9,74.4942
33,72.9956
33.1,68.8532
33.2,68.8625
33.3,74.2184
33.4,74.9812
33.5,74.5748
33.6,70.7543
33.7,70.3005
33.8,74.0978
33.9,78.4085
34,82.8415
34.1,80.0864
34.2,82.4524
34.3,82.6335
34.4,84.4606
34.5,77.5203
34.6,75.9707
34.7,73.3341
34.8,75.33
34.9,77.4713
35,81.1502
35.1,77.5841
35.2,77.6426
35.3,78.3314
35.4,80.1955
35.5,81.1471
35.6,77.0751
35.7,77.7352
35.8,79.2768
35.9,78.3259
36,77.5573
36.1,80.8975
36.2,79.1676
36.3,78.3562
36.4,77.9799
36.5,78.1493
36.6,78.628
36.7,79.3488
36.8,77.4333
36.9,79.6348
37,77.1558
37.1,78.9975
37.2,78.05
37.3,76.9787
37.4,85.0607
37.5,83.5126
37.6,77.6709
37.7,77.3252
37.8,81.5862
37.9,77.2952
38,77.7611
38.1,77.0803
38.2,77.0489
38.3,74.8643
38.4,77.2233
38.5,75.4176
38.6,77.9558
38.7,79.8113
38.8,81.4701
38.9,78.7958
39,74.6028
39.1,74.6208
39.2,74.5714
39.3,74.4343
39.4,73.6267
39.5,77.6208
39.6,76.1937
39.7,74.5583
39.8,75.6904
39.9,75.9545
40,74.818
40.1,74.5445
40.2,73.0516
40.3,74.8145
40.4,74.8127
40.5,76.1675
40.6,84.5426
40.7,81.0792
40.8,75.4155
40.9,77.7849
41,73.0936
41.1,72.8755
41.2,76.6024
41.3,76.9221
41.4,75.9998
41.5,74.2962
41.6,73.966
41.7,73.6267
41.8,73.5736
41.9,73.3744
42,81.2888
42.1,76.855
42.2,74.1397
42.3,79.9851
42.4,75.7544
42.5,79.6365
42.6,78.963
42.7,75.5814
42.8,76.3046
42.9,76.6415
43,76.7652
43.1,76.8509
43.2,77.0048
43.3,77.0943
43.4,77.0068
43.5,77.0037
43.6,77.265
43.7,76.8093
43.8,77.2305
43.9,76.839
44,77.2392
44.1,77.2035
44.2,76.8391
44.3,77.4368
44.4,76.7433
44.5,76.753
44.6,76.7419
44.7,77.1999
44.8,77.3366
44.9,77.5391
45,76.6843
45.1,77.3205
45.2,77.7578
45.3,80.4286
45.4,87.46
45.5,77.2774
45.6,76.4993
45.7,77.9187
45.8,81.6533
45.9,76.1756
46,76.7789
46.1,77.1048
46.2,76.7776
46.3,76.7636
46.4,76.3761
46.5,77.4814
46.6,77.5571
46.7,77.6368
46.8,77.2673
46.9,76.3795
47,76.1196
47.1,76.0508
47.2,75.9607
47.3,76.1332
47.4,76.0335
47.5,76.0323
47.6,76.4636
47.7,76.8123
47.8,76.9384
47.9,77.1791
48,76.495
48.1,77.6836
48.2,78.7187
48.3,78.0837
48.4,78.0211
48.5,77.0207
48.6,76.46
48.7,76.8207
48.8,76.6051
48.9,76.4411
49,80.4189
49.1,79.0988
49.2,82.036
49.3,76.7542
49.4,76.5862
49.5,80.694
49.6,79.5504
49.7,77.3306
49.8,77.5031
49.9,77.8621
50,77.6356
50.1,77.6159
50.2,77.4563
50.3,81.4037
50.4,77.187
50.5,77.5828
50.6,77.5592
50.7,78.5397
50.8,77.0695
50.9,77.2394
51,77.1783
51.1,77.4582
51.2,77.2917
51.3,77.2864
51.4,77.0516
51.5,78.6681
51.6,77.2004
51.7,77.4889
51.8,77.5483
51.9,77.0898
52,76.9517
52.1,76.8882
52.2,77.1866
52.3,77.2892
52.4,76.7896
52.5,76.7483
52.6,76.7142
52.7,77.9809
52.8,77.9772
52.9,77.165
53,79.049
53.1,77.2469
53.2,76.9554
53.3,82.5933
53.4,78.4384
53.5,77.6299
53.6,77.6606
53.7,77.0451
53.8,77.5059
53.9,79.3874
54,78.9395
54.1,77.627
54.2,76.9901
54.3,76.8346
54.4,78.7644
54.5,77.3391
54.6,77.3759
54.7,77.0277
54.8,76.7921
54.9,77.062
55,77.1565
55.1,77.4234
55.2,77.5118
55.3,76.8695
55.4,76.8648
55.5,76.7811
55.6,76.7696
55.7,76.717
55.8,76.6055
55.9,76.2751
56,76.5826
56.1,80.2316
56.2,78.5732
56.3,81.0686
56.4,76.3709
56.5,77.3999
56.6,76.0908
56.7,76.2343
56.8,77.5152
56.9,77.3177
57,74.6971
57.1,75.9103
57.2,77.1905
57.3,79.1112
57.4,75.3992
57.5,74.9847
57.6,75.5488
57.7,77.0734
57.8,76.9681
57.9,76.9717
58,77.234
58.1,77.0447
58.2,77.6373
58.3,77.0126
58.4,76.9462
58.5,76.5454
58.6,76.3675
58.7,76.5453
58.8,76.7528
58.9,77.548
59,79.0052
59.1,80.3646
59.2,77.2237
59.3,76.6001
59.4,77.5535
59.5,78.4794
59.6,76.4336
59.7,76.8145
59.8,79.6853
59.9,76.4534
60,76.4516
60.1,76.3343
60.2,76.4804
60.3,77.9821
60.4,77.9898
60.5,84.045
60.6,83.0776
60.7,76.8999
60.8,76.3324
60.9,78.1514
61,78.8075
61.1,76.6058
61.2,76.7109
61.3,78.9688
61.4,76.5337
61.5,77.8595
61.6,78.086
61.7,78.1861
61.8,78.4723
61.9,77.6277
62,82.4084
62.1,78.5491
62.2,76.5995
62.3,78.9025
62.4,76.4649
62.5,77.467
62.6,77.5858
62.7,78.1067
62.8,76.9253
62.9,79.2281
63,80.3542
63.1,79.4784
63.2,81.2121
63.3,78.8008
63.4,77.7408
63.5,78.7408
63.6,78.8653
63.7,76.9523
63.8,76.529
63.9,78.5001
64,77.7746
64.1,77.21
64.2,78.2681
64.3,76.9876
64.4,76.6469
64.5,78.5099
64.6,80.985
64.7,84.0317
64.8,76.9024
64.9,76.9983
65,77.7171
65.1,78.9585
65.2,78.6834
65.3,78.2423
65.4,80.0097
65.5,78.9478
65.6,77.8839
65.7,77.435
65.8,79.7445
65.9,77.9153
66,77.3523
66.1,84.9059
66.2,80.8231
66.3,78.7022
66.4,77.4339
66.5,78.8732
66.6,78.89
66.7,80.8263
66.8,79.1062
66.9,78.408
67,77.2085
67.1,76.9271
67.2,78.1975
67.3,78.9988
67.4,78.4187
67.5,77.2099
67.6,77.3724
67.7,77.3431
67.8,78.2248
67.9,80.6339
68,78.7149
68.1,77.3548
68.2,77.2004
68.3,80.3739
68.4,79.8403
68.5,89.9928
68.6,83.0105
68.7,81.1497
68.8,80.3489
68.9,77.5076
69,79.0566
69.1,86.9641
69.2,80.22
69.3,78.0385
69.4,78.1904
69.5,77.4744
69.6,76.9547
69.7,76.7462
69.8,76.8339
69.9,79.8757
70,78.369
70.1,82.9829
70.2,76.9426
70.3,77.0714
70.4,79.4436
70.5,78.638
70.6,77.123
70.7,78.4089
70.8,79.1736
70.9,76.9023
71,79.5344
71.1,77.6598
71.2,77.8353
71.3,81.1806
