time (sec),level (dB(SPL))
0.1,59.4555
0.2,71.4074
0.3,73.9654
0.4,73.5122
0.5,74.267
0.6,73.1199
0.7,79.4594
0.8,77.2938
0.9,71.3084
1,80.5899
1.1,79.0028
1.2,72.11
1.3,80.1782
1.4,74.3232
1.5,72.2284
1.6,71.6041
1.7,72.1728
1.8,71.27
1.9,69.984
2,71.5919
2.1,71.6211
2.2,74.8878
2.3,75.1286
2.4,72.3489
2.5,77.1767
2.6,74.9069
2.7,75.7825
2.8,80.6734
2.9,77.5445
3,69.0346
3.1,67.3015
3.2,65.714
3.3,67.2612
3.4,76.3137
3.5,64.7674
3.6,60.0854
3.7,59.6352
3.8,74.0008
3.9,61.0479
4,75.475
4.1,72.1653
4.2,70.5444
4.3,65.934
4.4,61.7061
4.5,69.9575
4.6,79.6573
4.7,78.1937
4.8,65.9447
4.9,61.0339
5,62.9789
5.1,72.6755
5.2,72.9672
5.3,69.2413
5.4,72.9368
5.5,71.6362
5.6,61.5167
5.7,59.2685
5.8,59.1808
5.9,72.5838
6,68.2084
6.1,62.1385
6.2,72.9512
6.3,73.6283
6.4,75.675
6.5,74.6149
6.6,71.2463
6.7,67.3857
6.8,68.6658
6.9,68.0418
7,65.2235
7.1,75.982
7.2,78.0389
7.3,68.1972
7.4,66.0706
7.5,76.0766
7.6,75.1213
7.7,71.0218
7.8,73.5486
7.9,70.1361
8,74.02
8.1,66.9412
8.2,69.4685
8.3,69.6049
8.4,72.9332
8.5,76.2233
8.6,71.1551
8.7,75.5266
8.8,68.2416
8.9,83.8783
9,76.8666
9.1,80.5982
9.2,75.2087
9.3,68.4382
9.4,70.7077
9.5,67.8606
9.6,76.4244
9.7,67.1726
9.8,66.6131
9.9,76.1098
10,67.2183
10.1,71.1376
10.2,71.9171
10.3,72.7596
10.4,77.4271
10.5,77.8991
10.6,70.284
10.7,80.2725
10.8,89.8889
10.9,84.4064
11,69.2929
11.1,71.0189
11.2,68.1576
11.3,75.9533
11.4,70.356
11.5,59.2249
11.6,60.0468
11.7,60.8169
11.8,60.4766
11.9,59.9007
12,68.8787
12.1,76.0736
12.2,67.7835
12.3,64.0581
12.4,72.7733
12.5,67.8938
12.6,73.3454
12.7,65.5499
12.8,71.9084
12.9,77.2001
13,67.4191
13.1,70.733
13.2,64.7222
13.3,61.938
13.4,65.9857
13.5,66.5574
13.6,68.6953
13.7,73.0999
13.8,75.1559
13.9,77.4734
14,78.6669
14.1,79.6131
14.2,77.0229
14.3,78.7173
14.4,73.6499
14.5,74.5366
14.6,76.0521
14.7,74.1266
14.8,73.2277
14.9,73.0562
15,73.2093
15.1,73.203
15.2,79.2437
15.3,77.6966
15.4,79.433
15.5,81.6644
15.6,73.772
15.7,77.4514
15.8,86.368
15.9,81.5747
16,78.162
16.1,74.7644
16.2,77.4313
16.3,78.6172
16.4,78.9454
16.5,78.7217
16.6,78.7183
16.7,78.6497
16.8,78.7556
16.9,78.7207
17,79.1313
17.1,81.4719
17.2,78.7181
17.3,78.9035
17.4,78.6679
17.5,78.0729
17.6,70.7806
17.7,79.151
17.8,79.477
