time (sec),level (dB(SPL))
0.1,78.249
0.2,80.6537
0.3,79.4858
0.4,77.234
0.5,79.9903
0.6,78.6622
0.7,76.9706
0.8,77.6455
0.9,83.5692
1,87.6033
1.1,75.9211
1.2,74.9938
1.3,74.3066
1.4,74.6323
1.5,74.6369
1.6,74.0991
1.7,74.5885
1.8,75.0982
1.9,75.098
2,75.2048
2.1,79.1288
2.2,75.7246
2.3,75.0701
2.4,74.4204
2.5,74.0166
2.6,74.0232
2.7,73.9882
2.8,73.9056
2.9,73.8539
3,74.244
3.1,73.8952
3.2,74.0823
3.3,73.9354
3.4,73.9364
3.5,73.9779
3.6,73.8929
3.7,73.8738
3.8,73.9715
3.9,73.896
4,74.2467
4.1,77.0102
4.2,74.3341
4.3,76.4152
4.4,76.1905
4.5,74.047
4.6,77.8939
4.7,76.7048
4.8,75.1602
4.9,75.9484
5,74.5789
5.1,74.5966
5.2,75.7275
5.3,74.1656
5.4,73.9453
5.5,75.3838
5.6,76.2222
5.7,76.3493
5.8,83.0177
5.9,76.9554
6,75.2112
6.1,76.8685
6.2,77.0125
6.3,79.0819
6.4,77.4997
6.5,76.8032
6.6,76.0782
6.7,76.5205
6.8,83.8025
6.9,76.6564
7,78.5342
7.1,79.1956
7.2,76.5679
7.3,75.0115
7.4,77.944
7.5,75.5243
7.6,77.0532
7.7,77.3951
7.8,75.1109
7.9,74.7464
8,77.6331
8.1,76.4989
8.2,74.9726
8.3,74.1196
8.4,74.6099
8.5,76.2389
8.6,76.0365
8.7,76.3199
8.8,74.5639
8.9,75.479
9,76.1623
9.1,74.6299
9.2,74.2257
9.3,76.8671
9.4,76.4718
9.5,75.8253
9.6,75.822
9.7,75.7697
9.8,81.7278
9.9,79.0715
10,76.8865
10.1,74.5896
10.2,78.1165
10.3,75.3765
10.4,74.4079
10.5,74.4608
10.6,76.7042
10.7,79.9566
10.8,76.3494
10.9,74.9059
11,80.0044
11.1,82.6838
11.2,75.8335
11.3,74.4488
11.4,74.381
11.5,74.7863
11.6,74.2078
11.7,79.8737
11.8,75.2526
11.9,74.2634
12,74.323
12.1,74.5909
12.2,74.683
12.3,74.4221
12.4,74.1127
12.5,76.6736
12.6,76.4693
12.7,87.4221
12.8,75.4598
12.9,75.4608
13,75.9735
13.1,75.0862
13.2,74.4974
13.3,75.9199
13.4,76.2213
13.5,85.2064
13.6,76.4565
13.7,75.3847
13.8,77.1101
13.9,75.1506
14,74.6969
14.1,74.9979
14.2,74.7498
14.3,74.4922
14.4,74.4634
14.5,79.4874
14.6,80.7558
14.7,74.0412
14.8,73.9708
14.9,74.0328
15,73.9663
15.1,74.0378
15.2,74.0284
15.3,74.0441
15.4,74.0531
15.5,74.0551
15.6,74.0396
15.7,74.0582
15.8,79.7045
15.9,74.0964
16,78.9419
16.1,83.0241
16.2,80.3875
16.3,81.9023
16.4,78.6376
16.5,76.6622
16.6,78.3122
16.7,75.2898
16.8,76.6949
16.9,75.4211
17,76.55
17.1,76.5117
17.2,73.7713
17.3,74.2478
17.4,75.9582
17.5,78.2757
17.6,76.6658
17.7,74.3723
17.8,74.2483
17.9,74.6629
18,74.0858
18.1,74.5944
18.2,74.4888
18.3,74.0625
18.4,76.8322
18.5,77.8092
18.6,74.4311
18.7,75.8767
18.8,74.3828
18.9,75.0654
19,75.8673
19.1,78.2561
19.2,75.4492
19.3,74.6067
19.4,75.687
19.5,76.406
19.6,74.7822
19.7,74.1001
19.8,73.8952
19.9,73.8885
20,74.4781
20.1,74.1077
20.2,75.4525
20.3,74.4244
20.4,74.0654
20.5,74.752
20.6,73.9768
20.7,74.2112
20.8,74.451
20.9,74.0833
21,74.4667
21.1,74.0431
21.2,74.0242
21.3,74.0664
21.4,74.6854
21.5,74.9523
21.6,74.2925
21.7,74.0174
21.8,75.9133
21.9,74.7358
22,75.4563
22.1,74.4183
22.2,74.3241
22.3,74.2804
22.4,74.7543
22.5,74.9192
22.6,74.3245
22.7,74.0798
22.8,74.4902
22.9,74.9339
23,74.5135
23.1,74.1455
23.2,76.9605
23.3,84.5374
23.4,89.022
23.5,76.3625
23.6,75.0412
23.7,75.1386
23.8,74.373
23.9,77.1636
24,75.2833
24.1,74.6775
24.2,74.6646
24.3,74.7471
24.4,74.922
24.5,74.7231
24.6,74.0784
24.7,74.2818
24.8,74.5695
24.9,74.0232
25,74.0324
25.1,73.9681
25.2,74.0006
25.3,74.0241
25.4,73.9745
25.5,73.9543
25.6,73.9994
25.7,74.0373
25.8,74.0199
25.9,73.9437
26,73.9138
26.1,73.9424
26.2,73.9926
26.3,74.1855
26.4,74.0883
26.5,74.2153
26.6,73.9458
26.7,74.9015
26.8,74.0805
26.9,74.1478
27,78.6732
27.1,79.9376
27.2,74.2763
27.3,75.3795
27.4,75.9157
27.5,83.4546
27.6,75.1987
27.7,74.4626
27.8,74.247
27.9,74.2829
28,73.964
28.1,74.0823
28.2,74.1567
28.3,73.9001
28.4,75.0288
28.5,75.4724
28.6,74.2104
28.7,74.0412
28.8,74.5371
28.9,82.0536
29,75.5456
29.1,75.7705
29.2,76.3509
29.3,76.869
29.4,83.076
29.5,77.0272
29.6,77.1475
29.7,83.9907
29.8,81.9733
29.9,75.6753
