time (sec),level (dB(SPL))
0.1,82.4178
0.2,72.5931
0.3,78.7649
0.4,77.9346
0.5,72.807
0.6,77.505
0.7,75.2993
0.8,73.1034
0.9,75.1832
1,85.8312
1.1,86.0282
1.2,71.8811
1.3,70.8977
1.4,79.8435
1.5,78.4632
1.6,76.0945
1.7,73.4729
1.8,71.4145
1.9,79.4997
2,71.8343
2.1,73.0289
2.2,91.3267
2.3,88.3265
2.4,66.6184
2.5,61.1617
2.6,72.2682
2.7,82.2112
2.8,66.295
2.9,61.2839
3,63.3102
3.1,79.919
3.2,84.7402
3.3,75.1573
3.4,78.0651
3.5,60.1291
3.6,62.0865
3.7,74.5732
3.8,81.3254
3.9,76.1308
4,70.5914
4.1,77.7388
4.2,73.0545
4.3,73.1595
4.4,69.6177
4.5,67.8912
4.6,69.2287
4.7,64.7526
4.8,63.5262
4.9,58.5347
5,59.0023
5.1,59.6288
5.2,61.9916
5.3,56.3027
5.4,65.9974
5.5,70.5298
5.6,70.7584
5.7,73.0938
5.8,71.1099
5.9,74.2827
6,77.5234
6.1,71.4387
6.2,77.3592
6.3,74.6485
6.4,67.3054
6.5,77.4274
6.6,75.9969
6.7,76.5345
6.8,73.8806
6.9,68.1113
7,70.1546
7.1,73.4512
7.2,62.1906
7.3,57.4904
7.4,60.942
7.5,58.7518
7.6,58.5576
7.7,54.1113
7.8,76.612
7.9,77.5115
8,73.7211
8.1,71.741
8.2,76.4678
8.3,75.2319
8.4,67.5176
8.5,68.2293
8.6,69.0289
8.7,76.4503
8.8,74.3077
8.9,77.9494
9,77.1176
9.1,73.1857
9.2,74.877
9.3,77.9127
9.4,79.5372
9.5,76.3021
9.6,77.648
9.7,78.2992
9.8,74.537
9.9,68.5387
10,75.224
10.1,74.346
10.2,73.89
10.3,71.5331
10.4,70.0246
10.5,73.2781
10.6,71.5379
10.7,63.7842
10.8,58.5743
10.9,53.7048
11,55.5214
11.1,57.9383
11.2,67.8649
11.3,66.2994
11.4,63.6816
11.5,54.5218
11.6,71.4997
11.7,76.3438
11.8,80.2297
11.9,73.7242
12,80.8265
12.1,83.1364
12.2,85.167
12.3,81.8688
12.4,78.2989
12.5,73.5438
12.6,83.3689
12.7,85.8863
12.8,55.1419
12.9,53.6401
13,53.3612
13.1,53.345
13.2,51.9451
13.3,84.084
13.4,89.8151
13.5,74.6992
13.6,77.9343
13.7,80.3929
13.8,73.8001
13.9,74.6886
14,73.282
14.1,71.9054
14.2,75.037
14.3,73.2057
14.4,81.3456
14.5,85.8828
14.6,73.7933
14.7,54.3589
14.8,54.6893
14.9,55.2303
15,56.065
15.1,55.5773
15.2,58.5519
15.3,73.6335
15.4,84.6493
15.5,79.8915
15.6,79.6486
15.7,81.4347
15.8,82.2288
15.9,68.798
16,67.2768
16.1,72.2875
16.2,74.4309
16.3,75.7208
16.4,69.5929
16.5,73.8787
16.6,74.2721
16.7,77.8589
16.8,71.7606
16.9,70.0516
17,66.506
17.1,64.3578
17.2,67.2816
17.3,70.6589
17.4,77.1401
17.5,71.2428
17.6,78.2738
17.7,68.3248
17.8,59.5103
17.9,61.0014
18,64.5681
18.1,62.3504
18.2,59.334
18.3,68.5682
18.4,74.3417
18.5,82.3539
18.6,78.7066
18.7,76.2402
18.8,81.2213
18.9,73.3125
19,75.0645
19.1,72.4947
19.2,73.0725
19.3,75.7176
19.4,67.7723
19.5,76.1667
19.6,88.5003
19.7,69.7233
19.8,54.5492
19.9,55.6393
20,72.6202
20.1,79.8812
20.2,85.302
20.3,78.4692
20.4,81.1467
20.5,69.4147
20.6,78.7345
20.7,82.5036
20.8,76.1832
20.9,77.6987
21,71.3356
21.1,82.7308
21.2,77.0323
21.3,73.0731
21.4,74.7644
21.5,64.8772
21.6,57.8699
21.7,55.5075
21.8,64.0336
21.9,65.3332
22,66.1777
22.1,62.8655
22.2,60.8696
22.3,62.4186
22.4,67.6458
22.5,70.2367
22.6,69.3592
22.7,71.2596
22.8,68.5692
22.9,71.0247
23,71.0387
23.1,57.3867
23.2,62.6492
23.3,62.3838
23.4,59.6036
23.5,67.7673
23.6,76.6714
23.7,83.5946
23.8,77.9487
23.9,63.3956
24,78.4443
24.1,77.0494
24.2,70.857
24.3,82.0189
24.4,74.5406
24.5,77.55
24.6,75.5325
24.7,75.8095
24.8,71.3942
24.9,60.3874
25,52.0993
25.1,53.1104
25.2,72.3777
25.3,77.7574
25.4,83.9484
25.5,71.752
25.6,75.1407
25.7,75.383
25.8,72.9274
25.9,73.8758
26,72.7561
26.1,64.2095
26.2,53.7415
26.3,53.1012
26.4,53.3728
26.5,64.038
26.6,79.2097
26.7,76.8971
26.8,76.1628
26.9,78.9099
27,70.4799
27.1,56.8143
27.2,61.0388
27.3,52.9269
27.4,74.7496
27.5,74.502
27.6,74.319
27.7,79.6135
27.8,69.3536
27.9,73.175
28,73.7424
28.1,62.6559
28.2,72.3215
28.3,81.0717
28.4,74.811
28.5,66.7961
28.6,61.0978
28.7,63.4139
28.8,62.8401
28.9,82.4867
29,83.3471
29.1,77.1732
29.2,78.0885
29.3,69.444
29.4,69.2412
29.5,73.1041
29.6,68.0378
29.7,65.2755
29.8,63.9144
29.9,68.3536
30,67.2178
30.1,64.9734
30.2,66.8321
30.3,68.3672
30.4,72.5278
30.5,64.3831
30.6,62.1236
30.7,62.8064
30.8,63.1869
30.9,66.9862
31,71.3277
31.1,73.487
31.2,65.2678
31.3,65.4766
31.4,61.4057
31.5,64.3733
31.6,64.4603
31.7,60.573
31.8,60.8751
31.9,61.3587
32,61.4194
32.1,61.2079
32.2,59.8313
32.3,59.5146
32.4,59.8024
32.5,71.4158
32.6,76.3801
32.7,70.6989
32.8,71.2337
32.9,66.9811
33,65.9445
33.1,61.0911
33.2,60.9477
33.3,60.784
33.4,62.5749
33.5,62.3836
33.6,61.9683
33.7,59.7712
33.8,59.2909
33.9,64.3852
34,67.7661
34.1,70.3447
34.2,61.4668
34.3,66.1633
34.4,68.2655
34.5,67.8359
34.6,67.3634
34.7,69.4953
34.8,66.7517
34.9,64.1452
35,63.5276
35.1,62.4199
35.2,71.4721
35.3,64.5084
35.4,61.4976
35.5,65.605
35.6,59.9623
35.7,63.9996
35.8,64.2444
35.9,67.1029
36,75.1231
36.1,66.9747
36.2,60.5331
36.3,62.7807
36.4,62.7381
36.5,60.3636
36.6,65.0448
36.7,64.1003
36.8,62.1726
36.9,60.0556
37,60.3799
37.1,59.8453
37.2,63.3144
37.3,62.2278
37.4,59.5639
37.5,59.052
37.6,59.4735
37.7,59.7428
37.8,59.5935
37.9,59.6119
38,59.7385
38.1,60.5319
38.2,67.5454
38.3,69.3569
38.4,77.9701
38.5,81.4178
38.6,74.5422
38.7,68.9812
38.8,69.6594
38.9,72.4877
39,65.3631
39.1,66.3487
39.2,73.2601
39.3,68.1649
39.4,63.8088
39.5,62.1385
39.6,72.9983
39.7,75.2423
39.8,62.2545
39.9,73.2259
40,77.0896
40.1,66.6353
40.2,66.8519
40.3,68.358
40.4,69.4943
40.5,71.8035
40.6,73.5994
40.7,67.5101
40.8,65.5517
40.9,72.2295
41,62.4419
41.1,59.6395
41.2,61.9048
41.3,70.985
41.4,65.8232
