time (sec),level (dB(SPL))
0.1,77.0248
0.2,75.0485
0.3,75.6626
0.4,74.8842
0.5,74.7468
0.6,74.601
0.7,74.5739
0.8,77.0256
0.9,75.9003
1,76.2448
1.1,76.2758
1.2,78.1471
1.3,82.591
1.4,74.9594
1.5,74.5946
1.6,74.9205
1.7,75.4311
1.8,75.2354
1.9,74.9625
2,79.4617
2.1,75.0594
2.2,74.9293
2.3,74.5619
2.4,74.6827
2.5,76.0939
2.6,77.379
2.7,75.5697
2.8,75.0478
2.9,76.5179
3,87.0592
3.1,90.0671
3.2,81.1738
3.3,76.3217
3.4,76.4105
3.5,75.1731
3.6,75.5424
3.7,75.8519
3.8,76.2952
3.9,76.2167
4,76.0152
4.1,75.0936
4.2,78.3994
4.3,76.4631
4.4,74.5022
4.5,74.6221
4.6,74.69
4.7,74.5503
4.8,76.3786
4.9,77.8291
5,76.4593
5.1,79.6684
5.2,75.4043
5.3,75.1992
5.4,75.6083
5.5,74.8663
5.6,76.0694
5.7,74.7316
5.8,75.4454
5.9,75.3485
6,76.1141
6.1,74.9844
6.2,76.5824
6.3,76.6327
6.4,74.9754
6.5,83.1145
6.6,78.6587
6.7,74.8893
6.8,76.7767
6.9,80.7422
7,80.1217
7.1,74.4551
7.2,74.5691
7.3,76.4454
7.4,74.9063
7.5,77.1733
7.6,76.4114
7.7,77.4699
7.8,76.259
7.9,74.4249
8,74.5811
8.1,74.5485
8.2,74.4328
8.3,75.1954
8.4,80.1319
8.5,75.3444
8.6,76.2088
8.7,82.4971
8.8,76.978
8.9,76.3234
9,77.3585
9.1,75.6502
9.2,76.2979
9.3,80.3077
9.4,75.2809
9.5,77.1442
9.6,74.7104
9.7,75.1501
9.8,74.5368
9.9,74.4311
10,74.453
10.1,74.4709
10.2,74.4768
10.3,74.3843
10.4,75.0554
10.5,75.6537
10.6,77.7936
10.7,74.8793
10.8,75.058
10.9,75.9991
11,75.9637
11.1,74.6977
11.2,75.234
11.3,75.1601
11.4,74.9419
11.5,75.8763
11.6,75.2237
11.7,75.4406
11.8,75.718
11.9,75.4642
12,74.5945
12.1,74.4459
12.2,74.5025
12.3,74.4592
12.4,75.5831
12.5,75.5393
12.6,81.1549
12.7,75.6463
12.8,77.8456
12.9,78.1145
13,78.3547
13.1,78.0576
13.2,76.4276
13.3,75.4153
13.4,76.1329
13.5,75.5768
13.6,76.218
13.7,81.5291
13.8,78.2098
13.9,79.7937
14,75.8191
14.1,75.175
14.2,76.8137
14.3,74.8754
14.4,75.2585
14.5,75.0571
14.6,75.0506
14.7,75.0007
14.8,74.9941
14.9,74.595
15,77.0361
15.1,75.4064
15.2,76.8548
15.3,75.8634
15.4,74.9593
15.5,79.4818
15.6,78.1829
15.7,75.0739
15.8,75.161
15.9,76.6292
16,75.1712
16.1,75.1437
16.2,74.5259
16.3,75.012
16.4,74.5191
16.5,74.7177
16.6,74.6906
16.7,74.459
16.8,74.5048
16.9,74.5539
17,75.3059
17.1,79.9454
17.2,79.2965
17.3,74.4746
17.4,74.7678
17.5,75.764
17.6,76.3118
17.7,79.7359
17.8,74.9299
17.9,74.5197
18,76.5527
18.1,75.2973
18.2,74.3592
18.3,74.2722
18.4,74.2813
18.5,74.2605
18.6,74.3233
18.7,84.1945
18.8,84.8628
18.9,80.4033
19,85.6865
19.1,78.8498
19.2,81.4047
19.3,74.5342
19.4,77.8023
19.5,76.8895
19.6,84.9822
19.7,83.1725
19.8,76.0359
19.9,75.7103
20,77.3583
20.1,74.5232
20.2,75.0437
20.3,74.5454
20.4,74.7698
20.5,75.0669
20.6,79.0767
20.7,77.748
20.8,74.6005
20.9,74.7777
21,74.8774
21.1,75.01
21.2,76.6559
21.3,74.4567
21.4,74.5735
21.5,75.0474
21.6,75.0335
21.7,74.3922
21.8,74.6821
21.9,75.7708
22,75.8735
22.1,74.7906
22.2,77.9451
22.3,75.1529
22.4,75.7639
22.5,76.6273
22.6,77.8129
22.7,74.4345
22.8,74.492
22.9,74.3788
23,74.3231
23.1,74.3884
23.2,74.378
23.3,74.3404
23.4,78.9203
23.5,82.5956
23.6,81.5265
23.7,77.3949
23.8,75.7603
23.9,74.9497
24,79.2848
24.1,76.5458
24.2,76.6585
