freq (Hz),ISL (dB)
12168.3,13.8091
12169,13.2712
12169.6,13.2845
12170.3,13.8633
12171,13.6582
12171.6,14.4332
12172.3,14.1273
12173,13.7761
12173.7,14.395
12174.3,14.1001
12175,14.4053
12175.7,15.0841
12176.4,14.246
12177,13.4366
12177.7,14.0977
12178.4,13.7816
12179,13.9515
12179.7,14.0936
12180.4,14.0406
12181.1,14.6943
12181.7,14.8207
12182.4,14.1502
12183.1,13.3536
12183.8,13.4179
12184.4,13.1862
12185.1,13.6668
12185.8,13.8718
12186.4,13.8068
12187.1,13.7708
12187.8,12.7354
12188.5,13.2946
12189.1,13.6945
12189.8,14.1152
12190.5,12.9974
12191.2,13.1069
12191.8,14.0236
12192.5,13.8579
12193.2,14.6341
12193.8,13.7908
12194.5,13.5644
12195.2,13.8821
12195.9,14.9431
12196.5,14.7059
12197.2,14.279
12197.9,13.958
12198.6,13.812
12199.2,15.0339
12199.9,14.5636
12200.6,15.2723
12201.3,15.2469
12201.9,14.3829
12202.6,14.8107
12203.3,15.693
12203.9,15.6216
12204.6,14.4
12205.3,14.8795
12206,13.8453
12206.6,13.7526
12207.3,13.8341
12208,15.1434
12208.7,15.3717
12209.3,14.2283
12210,12.9726
12210.7,13.8936
12211.3,13.9933
12212,14.0964
12212.7,13.4427
12213.4,13.7696
12214,13.8994
12214.7,13.0273
12215.4,13.7177
12216.1,13.7477
12216.7,13.9313
12217.4,13.343
12218.1,14.1628
12218.7,13.9633
12219.4,13.1845
12220.1,13.2729
12220.8,13.682
12221.4,13.1456
12222.1,12.9828
12222.8,13.9609
12223.5,14.3584
12224.1,13.943
12224.8,13.8007
12225.5,14.2764
12226.1,13.3363
12226.8,13.637
12227.5,14.4674
12228.2,13.9526
12228.8,13.5914
12229.5,13.4992
12230.2,14.2969
12230.9,13.1479
12231.5,13.83
12232.2,14.8114
12232.9,13.7177
12233.6,13.3274
12234.2,13.4785
12234.9,14.5228
12235.6,14.8124
12236.2,13.5218
12236.9,14.3482
12237.6,14.6503
12238.3,13.9964
12238.9,13.9386
12239.6,14.0802
12240.3,14.016
12241,15.2487
12241.6,14.8742
12242.3,15.072
12243,15.2777
12243.6,15.4883
12244.3,15.0948
12245,15.236
12245.7,14.8184
12246.3,14.9615
12247,14.7428
12247.7,13.8874
12248.4,13.3468
12249,14.231
12249.7,13.1713
12250.4,12.9739
12251,14.3565
12251.7,14.5653
12252.4,13.229
12253.1,13.8116
12253.7,13.7721
12254.4,13.2439
12255.1,12.6998
12255.8,13.2775
12256.4,13.9909
12257.1,14.3351
12257.8,14.0189
12258.4,13.5675
12259.1,13.4182
12259.8,14.0513
12260.5,14.3383
12261.1,14.7441
12261.8,14.303
12262.5,15.0382
12263.2,15.0245
12263.8,14.2455
12264.5,14.8968
12265.2,14.9242
12265.9,13.696
12266.5,14.3855
12267.2,15.3606
12267.9,14.5195
12268.5,13.001
12269.2,13.1221
12269.9,13.9261
12270.6,13.0446
12271.2,13.8565
12271.9,13.188
12272.6,13.3717
12273.3,14.1286
12273.9,14.932
12274.6,14.8133
12275.3,13.8685
12275.9,14.6309
12276.6,14.1956
12277.3,14.5255
12278,14.1803
12278.6,14.0679
12279.3,14.5655
12280,14.1783
12280.7,13.6577
12281.3,13.9881
12282,13.7482
12282.7,13.6023
12283.3,13.7267
12284,12.7119
12284.7,13.0929
12285.4,13.099
12286,13.6636
12286.7,13.6675
12287.4,13.5057
12288.1,13.3696
12288.7,13.1688
12289.4,13.6138
12290.1,13.8444
12290.7,13.6143
12291.4,13.3153
12292.1,13.2623
12292.8,13.5719
12293.4,14.2479
12294.1,14.398
12294.8,14.5303
12295.5,14.3717
12296.1,14.0001
12296.8,13.4557
12297.5,13.7842
12298.2,13.9205
12298.8,14.8212
12299.5,14.12
12300.2,14.7031
12300.8,15.0233
12301.5,15.0278
12302.2,15.0877
12302.9,15.2211
12303.5,15.3108
12304.2,15.0216
12304.9,15.0855
12305.6,15.1085
12306.2,15.0756
12306.9,14.169
12307.6,14.0746
12308.2,13.2452
12308.9,13.7105
12309.6,14.8709
12310.3,14.4695
12310.9,13.8573
12311.6,14.567
12312.3,14.0996
12313,14.5314
12313.6,14.0037
12314.3,14.0573
12315,13.2523
12315.6,13.2877
12316.3,14.011
12317,14.3611
12317.7,13.1557
12318.3,13.0511
12319,13.3835
12319.7,13.8018
12320.4,13.2138
12321,13.849
12321.7,13.5814
12322.4,13.6633
12323,13.4938
12323.7,13.9464
12324.4,13.6519
12325.1,13.6886
12325.7,14.5072
12326.4,14.3379
12327.1,13.6867
12327.8,12.7942
12328.4,13.1707
12329.1,12.9281
12329.8,12.8332
12330.5,12.9976
12331.1,13.4186
12331.8,13.5897
12332.5,12.5296
12333.1,13.2089
12333.8,12.8328
12334.5,12.6356
12335.2,12.7713
12335.8,13.0911
12336.5,13.3162
12337.2,13.9738
12337.9,13.8802
12338.5,12.8735
12339.2,13.2055
12339.9,13.3355
12340.5,14.1217
12341.2,13.293
12341.9,13.9029
12342.6,14.3287
12343.2,13.7485
12343.9,12.4091
12344.6,12.5987
12345.3,13.5712
12345.9,13.1493
12346.6,12.0283
12347.3,12.5264
12347.9,13.3423
12348.6,13.054
12349.3,13.1603
12350,13.1195
12350.6,13.1695
12351.3,12.4452
12352,12.7302
12352.7,13.0265
12353.3,12.9218
12354,13.4627
12354.7,13.6685
12355.3,13.6809
12356,14.1527
12356.7,14.334
12357.4,13.804
12358,13.1486
12358.7,13.2791
12359.4,14.2904
12360.1,13.8339
12360.7,13.7858
12361.4,12.6112
12362.1,13.0772
12362.8,12.7684
12363.4,12.4658
12364.1,12.9602
12364.8,13.6916
12365.4,13.7472
12366.1,13.7277
12366.8,13.7574
12367.5,13.7263
12368.1,13.8829
12368.8,14.1821
12369.5,14.087
12370.2,14.2156
12370.8,14.5749
12371.5,14.3317
12372.2,14.85
12372.8,14.9349
12373.5,14.4715
12374.2,14.0493
12374.9,13.8135
12375.5,14.0337
12376.2,14.0424
12376.9,14.3796
12377.6,14.4393
12378.2,14.2064
12378.9,13.6731
12379.6,13.7084
12380.2,13.4662
12380.9,13.5346
12381.6,13.8561
12382.3,13.3016
12382.9,14.0934
12383.6,14.0938
12384.3,14.481
12385,12.9619
12385.6,12.4905
12386.3,13.352
12387,13.428
12387.6,13.1211
12388.3,13.4091
12389,13.6357
12389.7,12.7815
12390.3,12.6616
12391,12.6011
12391.7,13.2438
12392.4,12.4025
12393,12.2338
12393.7,11.9129
12394.4,13.1124
12395.1,13.6107
12395.7,12.6352
12396.4,12.9462
12397.1,12.4147
12397.7,11.7555
12398.4,12.0716
12399.1,13.05
12399.8,12.5574
12400.4,12.0067
12401.1,12.6173
12401.8,12.6322
12402.5,12.543
12403.1,11.6851
12403.8,13.2793
12404.5,13.0701
12405.1,12.6517
12405.8,12.2019
12406.5,12.4852
12407.2,12.5555
12407.8,12.5718
12408.5,12.3116
12409.2,12.229
12409.9,11.4133
12410.5,12.3996
12411.2,12.2538
12411.9,12.1065
12412.5,12.9608
12413.2,13.321
12413.9,12.4681
12414.6,14.0581
12415.2,13.1992
12415.9,13.6713
12416.6,13.1762
12417.3,12.7825
12417.9,12.9342
12418.6,13.0129
12419.3,13.8676
12419.9,13.7407
12420.6,13.3752
12421.3,13.5379
12422,13.79
12422.6,14.3606
12423.3,14.3231
12424,14.0039
12424.7,13.1007
12425.3,12.751
12426,12.8153
12426.7,13.0532
12427.3,13.7499
12428,13.4292
12428.7,13.8259
12429.4,13.812
12430,13.7123
12430.7,12.7935
12431.4,12.6741
12432.1,13.3864
12432.7,12.6334
12433.4,13.2063
12434.1,12.6731
12434.8,11.927
12435.4,13.4109
12436.1,12.531
12436.8,13.7152
12437.4,13.0541
12438.1,12.5531
12438.8,13.2543
12439.5,13.8918
12440.1,12.7595
12440.8,13.0205
12441.5,13.0774
12442.2,13.8285
12442.8,13.5517
12443.5,13.8413
12444.2,13.715
12444.8,13.835
12445.5,13.0348
12446.2,13.6426
12446.9,13.3007
12447.5,13.6943
12448.2,13.6824
12448.9,13.8178
12449.6,12.4506
12450.2,12.6542
12450.9,11.8376
12451.6,12.6832
12452.2,12.1971
12452.9,12.468
12453.6,12.5143
12454.3,12.3814
12454.9,13.1708
12455.6,12.633
12456.3,12.3411
12457,14.1476
12457.6,13.9326
12458.3,12.9757
12459,13.1754
12459.6,12.9086
12460.3,12.8911
12461,12.9816
12461.7,12.461
12462.3,12.8209
12463,12.9716
12463.7,13.7503
12464.4,13.7972
12465,13.202
12465.7,12.6215
12466.4,12.6595
12467.1,13.2597
12467.7,13.3245
12468.4,13.2614
12469.1,13.2609
12469.7,12.4105
12470.4,12.0573
12471.1,13.253
12471.8,14.0346
12472.4,13.8616
12473.1,13.2665
12473.8,12.8142
12474.5,13.1028
12475.1,13.9706
12475.8,13.4277
12476.5,11.701
12477.1,12.7007
12477.8,12.3689
12478.5,10.994
12479.2,12.3446
12479.8,13.25
12480.5,12.5944
12481.2,12.9535
12481.9,12.8396
12482.5,13.1924
12483.2,13.7602
12483.9,13.4961
12484.5,12.7683
12485.2,13.0755
12485.9,13.8771
12486.6,14.4146
12487.2,14.0286
12487.9,12.8637
12488.6,12.4623
12489.3,12.189
12489.9,13.023
12490.6,12.4493
12491.3,13.598
12491.9,13.1433
12492.6,12.7516
12493.3,13.2546
12494,13.7153
12494.6,13.4954
12495.3,14.2532
12496,14.4469
12496.7,13.8558
12497.3,12.867
12498,13.083
12498.7,13.0506
12499.4,13.4443
12500,13.2391
12500.7,13.1157
12501.4,13.669
12502,13.011
12502.7,13.2648
12503.4,12.7797
12504.1,12.6255
12504.7,12.8466
12505.4,13.2119
12506.1,12.1746
12506.8,13.5339
12507.4,12.997
12508.1,11.9508
12508.8,12.7143
12509.4,12.434
12510.1,12.3048
12510.8,13.6041
12511.5,12.9311
12512.1,12.8483
12512.8,12.9177
12513.5,13.349
12514.2,12.553
12514.8,13.3257
12515.5,13.2733
12516.2,14.1998
12516.8,13.57
12517.5,13.3671
12518.2,13.7623
12518.9,12.5212
12519.5,12.8827
12520.2,14.0367
12520.9,14.4868
12521.6,14.1045
12522.2,12.9464
12522.9,13.0698
12523.6,13.5385
12524.2,13.6011
12524.9,13.6655
12525.6,13.4414
12526.3,13.5576
12526.9,13.9867
12527.6,13.2351
12528.3,13.7933
12529,13.6257
12529.6,13.8836
12530.3,13.4835
12531,13.8082
12531.7,13.1037
12532.3,14.3458
12533,13.7717
12533.7,13.6651
12534.3,14.0429
12535,13.3262
12535.7,12.9035
12536.4,12.9929
12537,13.1864
12537.7,13.3221
12538.4,12.6493
12539.1,13.8645
12539.7,13.0882
12540.4,13.4499
12541.1,14.0367
12541.7,13.8541
12542.4,13.8242
12543.1,14.3444
12543.8,14.2888
12544.4,13.0505
12545.1,13.8029
12545.8,15.3036
12546.5,14.3133
12547.1,13.8601
12547.8,14.5311
12548.5,15.169
12549.1,14.9267
12549.8,14.5841
12550.5,13.9486
12551.2,13.2711
12551.8,13.6841
12552.5,14.3716
12553.2,13.6762
12553.9,13.7168
12554.5,13.269
12555.2,14.2345
12555.9,14.1332
12556.5,13.8666
12557.2,13.58
12557.9,13.621
12558.6,13.4276
12559.2,12.1954
12559.9,13.0371
12560.6,13.5837
12561.3,13.7738
12561.9,13.3507
12562.6,12.8127
12563.3,13.8012
12564,13.835
12564.6,13.4401
12565.3,11.8219
12566,11.6889
12566.6,12.5274
12567.3,12.7278
12568,12.5065
12568.7,13.3853
12569.3,12.2809
12570,12.8086
12570.7,12.7401
12571.4,12.2433
12572,12.5195
12572.7,12.659
12573.4,13.0449
12574,13.1405
12574.7,12.0788
12575.4,12.4644
12576.1,12.3978
12576.7,12.4546
12577.4,12.4999
12578.1,13.2181
12578.8,13.2269
12579.4,12.592
12580.1,14.3093
12580.8,13.8874
12581.4,13.5036
12582.1,13.1631
12582.8,13.9613
12583.5,13.584
12584.1,13.2004
12584.8,13.7743
12585.5,13.5184
12586.2,13.8889
12586.8,13.9171
12587.5,13.7382
12588.2,13.5047
12588.8,13.4123
12589.5,13.5135
12590.2,13.9442
12590.9,13.7265
12591.5,13.8077
12592.2,14.0537
12592.9,14.1017
12593.6,13.336
12594.2,12.9648
12594.9,13.3417
12595.6,13.0051
12596.3,13.7079
12596.9,13.6402
12597.6,12.4275
12598.3,12.6948
12598.9,12.5293
12599.6,12.5674
12600.3,13.2998
12601,12.8494
12601.6,13.429
12602.3,13.9126
12603,12.8546
12603.7,13.3462
12604.3,12.6573
12605,12.6236
12605.7,13.0711
12606.3,12.9227
12607,13.7365
12607.7,13.6078
12608.4,13.2903
12609,13.5096
12609.7,14.0413
12610.4,13.3419
12611.1,13.5454
12611.7,13.3729
12612.4,13.4044
12613.1,13.012
12613.7,13.6603
12614.4,13.0687
12615.1,13.0125
12615.8,13.1996
12616.4,12.1715
12617.1,12.0043
12617.8,13.1476
12618.5,12.9873
12619.1,13.3407
12619.8,12.8715
12620.5,12.2316
12621.1,12.431
12621.8,12.84
12622.5,12.8493
12623.2,12.6356
12623.8,13.1183
12624.5,13.0166
12625.2,13.2612
12625.9,13.0752
12626.5,12.5152
12627.2,12.6815
12627.9,13.6887
12628.6,14.2425
12629.2,13.7935
12629.9,13.5758
12630.6,13.0421
12631.2,13.3623
12631.9,13.1801
12632.6,13.9182
12633.3,13.4267
12633.9,13.58
12634.6,13.9869
12635.3,13.0477
12636,13.4267
12636.6,13.2839
12637.3,13.6787
12638,12.7764
12638.6,13.0453
12639.3,13.0519
12640,12.8847
12640.7,12.9443
12641.3,13.315
12642,13.4021
12642.7,12.95
12643.4,13.1502
12644,13.6333
12644.7,13.7209
12645.4,14.0365
12646,13.9492
12646.7,13.4054
12647.4,12.905
12648.1,13.1439
12648.7,13.8795
12649.4,13.6959
12650.1,13.718
12650.8,13.4241
12651.4,12.9244
12652.1,12.7094
12652.8,13.3444
12653.4,14.2824
12654.1,13.0794
12654.8,13.827
12655.5,14.4816
12656.1,14.1649
12656.8,13.9225
12657.5,13.942
12658.2,13.7739
12658.8,13.6164
12659.5,13.4918
12660.2,13.522
12660.9,13.3254
12661.5,13.0571
12662.2,13.3298
12662.9,12.8466
12663.5,13.0946
12664.2,13.0581
12664.9,13.6458
12665.6,12.7774
12666.2,13.1352
12666.9,13.572
12667.6,12.4593
12668.3,12.1963
12668.9,12.4419
12669.6,12.6871
12670.3,12.6862
12670.9,13.1292
12671.6,13.1033
12672.3,12.9866
12673,12.7034
12673.6,13.3757
12674.3,12.9184
12675,13.3728
12675.7,14.2471
12676.3,14.2922
12677,13.4515
12677.7,13.7456
12678.3,13.1904
12679,14.269
12679.7,13.7822
12680.4,12.7356
12681,12.9933
12681.7,13.5622
12682.4,13.2105
12683.1,13.0619
12683.7,13.0168
12684.4,13.5044
12685.1,14.1194
12685.7,13.5412
12686.4,13.7343
12687.1,13.0757
12687.8,13.1184
12688.4,14.1503
12689.1,13.3666
12689.8,13.4939
12690.5,13.7452
12691.1,13.8751
12691.8,13.7683
12692.5,13.8604
12693.2,14.129
12693.8,14.371
12694.5,13.4933
12695.2,14.0768
12695.8,13.4732
12696.5,12.6313
12697.2,13.0293
12697.9,13.7728
12698.5,13.3636
12699.2,13.4942
12699.9,13.9822
12700.6,13.4969
12701.2,13.1288
12701.9,14.9851
12702.6,14.2636
12703.2,14.1801
12703.9,14.5579
12704.6,14.1621
12705.3,14.5212
12705.9,14.3776
12706.6,14.2777
12707.3,13.8214
12708,13.5989
12708.6,14.2822
12709.3,14.3335
12710,14.4422
12710.6,13.4831
12711.3,13.2319
12712,14.3899
12712.7,14.3296
12713.3,13.7111
12714,13.8823
12714.7,13.7054
12715.4,13.1212
12716,13.1962
12716.7,13.7963
12717.4,14.0396
12718,13.719
12718.7,13.3467
12719.4,14.1927
12720.1,13.7966
12720.7,12.6845
12721.4,12.7041
12722.1,13.0043
12722.8,13.3419
12723.4,13.737
12724.1,13.9208
12724.8,13.6884
12725.5,12.5468
12726.1,13.3046
12726.8,13.3068
12727.5,12.4594
12728.1,12.0881
12728.8,13.0508
12729.5,13.8218
12730.2,12.8455
12730.8,13.5996
12731.5,13.7053
12732.2,13.1459
12732.9,12.3185
12733.5,12.2693
12734.2,13.1675
12734.9,12.6571
12735.5,12.863
12736.2,12.8392
12736.9,13.4436
12737.6,13.6292
12738.2,12.4334
12738.9,12.0646
12739.6,13.0414
12740.3,13.2475
12740.9,12.1064
12741.6,11.8063
12742.3,12.5636
12742.9,12.8045
12743.6,11.8702
12744.3,12.3874
12745,13.045
12745.6,12.8309
12746.3,12.3203
12747,12.0777
12747.7,12.5907
12748.3,12.4906
12749,12.8362
12749.7,13.5303
12750.3,13.0405
12751,13.8539
12751.7,13.1552
12752.4,11.9317
12753,12.4007
12753.7,12.7058
12754.4,12.6303
12755.1,12.6822
12755.7,12.9845
12756.4,12.4221
12757.1,12.1485
12757.7,11.9963
12758.4,11.5606
12759.1,12.0213
12759.8,12.4899
12760.4,11.6819
12761.1,12.0331
12761.8,12.1761
12762.5,12.302
12763.1,12.5204
12763.8,12.5825
12764.5,13.2879
12765.2,13.3183
12765.8,13.1844
12766.5,12.84
12767.2,12.6995
12767.8,12.2468
12768.5,11.6821
12769.2,12.7801
12769.9,13.0004
12770.5,12.7122
12771.2,13.0102
12771.9,12.9656
12772.6,13.41
12773.2,12.7038
12773.9,13.1261
12774.6,13.3721
12775.2,12.5549
12775.9,12.5458
12776.6,12.7488
12777.3,12.2243
12777.9,12.2822
12778.6,12.6102
12779.3,12.2276
12780,12.696
12780.6,13.18
12781.3,12.7296
12782,12.0702
12782.6,11.9952
12783.3,12.5084
12784,12.3289
12784.7,12.3257
12785.3,11.7294
12786,12.4396
12786.7,13.3512
12787.4,12.8875
12788,12.4178
12788.7,12.7981
12789.4,13.5546
12790,13.3973
12790.7,12.4727
12791.4,13.7931
12792.1,12.9715
12792.7,12.6786
12793.4,12.7432
12794.1,12.0612
12794.8,12.2863
12795.4,12.3417
12796.1,12.2564
12796.8,13.6833
12797.5,13.1267
12798.1,12.5436
12798.8,12.2429
12799.5,13.1322
12800.1,13.672
12800.8,13.3401
12801.5,13.8183
12802.2,14.1055
12802.8,13.0257
12803.5,12.7122
12804.2,13.4214
12804.9,13.4435
12805.5,12.2485
12806.2,12.6647
12806.9,12.69
12807.5,12.9741
12808.2,12.8025
12808.9,12.8812
12809.6,12.9788
12810.2,12.296
12810.9,12.1668
12811.6,12.1536
12812.3,12.8813
12812.9,12.9083
12813.6,11.8617
12814.3,12.2869
12814.9,11.9464
12815.6,12.1655
12816.3,12.3095
12817,12.3735
12817.6,12.2404
12818.3,12.2521
12819,11.642
12819.7,11.8881
12820.3,13.652
12821,12.876
12821.7,12.6573
12822.3,12.8987
12823,12.452
12823.7,12.8413
12824.4,12.3915
12825,12.9938
12825.7,13.4268
12826.4,12.702
12827.1,12.7117
12827.7,12.1471
12828.4,12.8457
12829.1,12.174
12829.8,13.2524
12830.4,12.5945
12831.1,12.5616
12831.8,12.4126
12832.4,13.4195
12833.1,13.6723
12833.8,12.3032
12834.5,12.2278
12835.1,11.9611
12835.8,13.0517
12836.5,13.4776
12837.2,13.1372
12837.8,13.0331
12838.5,12.6112
12839.2,12.9308
12839.8,12.5366
12840.5,12.0241
12841.2,12.9017
12841.9,12.9221
12842.5,13.2901
12843.2,12.6563
12843.9,11.8348
12844.6,12.1314
12845.2,12.4342
12845.9,12.5728
12846.6,11.2526
12847.2,12.178
12847.9,12.8122
12848.6,12.3857
12849.3,12.9513
12849.9,11.5559
12850.6,11.4791
12851.3,12.2402
12852,11.725
12852.6,12.7527
12853.3,11.62
12854,12.5689
12854.6,12.8048
12855.3,12.8828
12856,12.703
12856.7,12.9924
12857.3,13.3559
12858,12.5313
12858.7,12.49
12859.4,12.1714
12860,12.3801
12860.7,13.0901
12861.4,12.6716
12862.1,13.783
12862.7,13.4087
12863.4,13.4547
12864.1,12.3518
12864.7,13.1552
12865.4,13.8121
12866.1,13.6474
12866.8,13.2198
12867.4,13.2226
12868.1,12.258
12868.8,11.6846
12869.5,12.7796
12870.1,12.9408
12870.8,12.8445
12871.5,13.2305
12872.1,13.3618
12872.8,12.6165
12873.5,12.9059
12874.2,12.7532
12874.8,11.9753
12875.5,12.0616
12876.2,12.9381
12876.9,12.4969
12877.5,12.6763
12878.2,13.1608
12878.9,12.2749
12879.5,12.168
12880.2,11.8358
12880.9,12.5287
12881.6,12.6187
12882.2,12.7402
12882.9,12.6825
12883.6,12.4326
12884.3,13.2634
12884.9,13.3661
12885.6,12.3047
12886.3,12.8152
12886.9,12.2597
12887.6,12.5019
12888.3,12.0532
12889,11.7631
12889.6,12.0182
12890.3,13.2912
12891,12.4897
12891.7,10.9502
12892.3,11.7875
12893,11.9371
12893.7,11.7246
12894.4,12.125
12895,11.5716
12895.7,11.4557
12896.4,11.8353
12897,12.0904
12897.7,12.5186
12898.4,12.008
12899.1,12.1216
12899.7,12.0244
12900.4,12.3378
12901.1,12.5967
12901.8,12.3464
12902.4,12.1424
12903.1,13.0184
12903.8,12.9255
12904.4,12.2832
12905.1,12.4155
12905.8,12.7314
12906.5,12.7966
12907.1,12.3602
12907.8,12.2826
12908.5,12.3721
12909.2,12.4593
12909.8,11.9103
12910.5,12.4194
12911.2,12.9653
12911.8,11.8077
12912.5,12.1526
12913.2,12.5553
12913.9,12.4721
12914.5,12.6007
12915.2,12.404
12915.9,11.8548
12916.6,12.0953
12917.2,11.8816
12917.9,12.4003
12918.6,11.7799
12919.2,11.4093
12919.9,12.2687
12920.6,11.3078
12921.3,11.4102
12921.9,10.7654
12922.6,11.6363
12923.3,12.239
12924,11.6636
12924.6,12.3421
12925.3,13.1517
12926,12.4237
12926.7,12.2975
12927.3,12.8151
12928,12.6393
12928.7,12.7589
12929.3,12.2474
12930,12.5963
12930.7,12.3049
12931.4,11.8237
12932,12.4305
12932.7,12.5169
12933.4,11.8877
12934.1,12.7958
12934.7,12.0576
12935.4,12.7235
12936.1,12.8959
12936.7,12.7601
12937.4,12.5776
12938.1,12.1155
12938.8,12.6239
12939.4,12.401
12940.1,11.5483
12940.8,12.3946
12941.5,12.7254
12942.1,12.7972
12942.8,12.2934
12943.5,12.4468
12944.1,12.0823
12944.8,12.3355
12945.5,12.8125
12946.2,12.7575
12946.8,12.1721
12947.5,12.8498
12948.2,13.0567
12948.9,13.4308
12949.5,12.7526
12950.2,11.8207
12950.9,11.0758
12951.5,12.2354
12952.2,12.7151
12952.9,12.9451
12953.6,13.2203
12954.2,12.9299
12954.9,12.5406
12955.6,12.2551
12956.3,12.5529
12956.9,12.0433
12957.6,12.5368
12958.3,13.1839
12959,13.2165
12959.6,13.2476
12960.3,13.1593
12961,12.7823
12961.6,12.1862
12962.3,12.772
12963,12.7921
12963.7,12.7303
12964.3,12.0805
12965,12.5323
12965.7,12.3182
12966.4,12.3313
12967,12.2111
12967.7,11.7124
12968.4,12.0525
12969,12.5704
12969.7,11.7835
12970.4,12.5844
12971.1,12.3339
12971.7,11.6299
12972.4,11.6164
12973.1,12.4549
12973.8,11.8941
12974.4,11.8735
12975.1,12.7582
12975.8,12.1622
12976.4,12.5373
12977.1,12.528
12977.8,12.4129
12978.5,12.3709
12979.1,12.0242
12979.8,11.1459
12980.5,12.4583
12981.2,13.1599
12981.8,12.8167
12982.5,12.8729
12983.2,13.0782
12983.8,12.8464
12984.5,12.323
12985.2,12.0475
12985.9,11.7626
12986.5,11.5047
12987.2,12.5723
12987.9,12.0292
12988.6,11.8639
12989.2,12.2442
12989.9,12.5722
12990.6,12.4972
12991.3,12.0221
12991.9,10.6855
12992.6,12.0993
12993.3,12.3074
12993.9,11.8273
12994.6,12.188
12995.3,12.0203
12996,11.5436
12996.6,11.8336
12997.3,11.7947
12998,11.4601
12998.7,11.7856
12999.3,12.3334
13000,11.477
13000.7,12.2069
13001.3,12.9633
13002,11.3485
13002.7,11.6308
13003.4,11.8253
13004,11.8582
13004.7,11.5597
13005.4,11.7108
13006.1,12.0094
13006.7,12.2449
13007.4,12.373
13008.1,12.1981
13008.7,12.3698
13009.4,11.8107
13010.1,10.9984
13010.8,10.8429
13011.4,11.4267
13012.1,11.6562
13012.8,11.84
13013.5,12.4452
13014.1,12.2607
13014.8,11.9476
13015.5,11.511
13016.1,11.3896
13016.8,11.7352
13017.5,11.5922
13018.2,11.7618
13018.8,10.9642
13019.5,12.1297
13020.2,12.0104
13020.9,11.159
13021.5,10.8817
13022.2,12.3066
13022.9,12.1708
13023.6,12.4925
13024.2,12.4
13024.9,12.0543
13025.6,11.1359
13026.2,10.9152
13026.9,11.0697
13027.6,11.6687
13028.3,11.5295
13028.9,11.7987
13029.6,11.768
13030.3,11.235
13031,12.156
13031.6,12.3008
13032.3,12.1883
13033,12.3964
13033.6,12.0462
13034.3,11.6644
13035,11.267
13035.7,11.9294
13036.3,11.125
13037,11.0619
13037.7,11.0071
13038.4,12.5954
13039,12.2777
13039.7,11.2019
13040.4,11.556
13041,11.987
13041.7,11.806
13042.4,11.8794
13043.1,12.0796
13043.7,12.1009
13044.4,11.5343
13045.1,11.1694
13045.8,11.9356
13046.4,12.1439
13047.1,11.1552
13047.8,11.384
13048.4,11.5628
13049.1,11.9841
13049.8,11.9276
13050.5,11.4729
13051.1,13.0256
13051.8,12.4114
13052.5,11.6385
13053.2,12.0129
13053.8,12.0703
13054.5,11.6242
13055.2,12.305
13055.9,11.5381
13056.5,11.7654
13057.2,11.5891
13057.9,12.1037
13058.5,12.0163
13059.2,11.4538
13059.9,11.9321
13060.6,12.1683
13061.2,12.386
13061.9,11.6445
13062.6,11.2867
13063.3,11.7282
13063.9,12.3791
13064.6,12.9725
13065.3,12.4174
13065.9,10.9208
13066.6,11.1946
13067.3,11.7192
13068,11.777
13068.6,11.899
13069.3,12.4248
13070,11.8085
13070.7,11.1765
13071.3,11.76
13072,12.2574
13072.7,12.0882
13073.3,12.6847
13074,11.8093
13074.7,11.9599
13075.4,11.2944
13076,12.1637
13076.7,12.215
13077.4,12.1621
13078.1,12.2764
13078.7,11.7473
13079.4,11.3242
13080.1,10.9734
13080.7,10.6515
13081.4,11.2311
13082.1,11.2114
13082.8,12.1206
13083.4,12.3747
13084.1,11.9541
13084.8,12.1466
13085.5,12.0962
13086.1,12.3546
13086.8,12.4362
13087.5,11.6217
13088.2,11.5382
13088.8,12.024
13089.5,12.6291
13090.2,11.3245
13090.8,11.2699
13091.5,10.9993
13092.2,11.8346
13092.9,12.0939
13093.5,11.7021
13094.2,12.0594
13094.9,11.2345
13095.6,11.2111
13096.2,10.6451
13096.9,11.1131
13097.6,11.6929
13098.2,11.4265
13098.9,11.0524
13099.6,12.0313
13100.3,11.6366
13100.9,11.5068
13101.6,12.0358
13102.3,11.8171
13103,12.4633
13103.6,11.2669
13104.3,11.1038
13105,11.4894
13105.6,11.6804
13106.3,11.8404
13107,11.5925
13107.7,11.7391
13108.3,12.3979
13109,12.1718
13109.7,12.2768
13110.4,11.7221
13111,11.3174
13111.7,11.7627
13112.4,11.0643
13113,11.9459
13113.7,11.4993
13114.4,11.697
13115.1,12.1121
13115.7,11.8705
13116.4,11.5422
13117.1,11.3429
13117.8,11.9012
13118.4,12.7114
13119.1,12.3789
13119.8,12.8964
13120.4,12.7262
13121.1,12.9224
13121.8,10.7549
13122.5,11.3257
13123.1,10.3758
13123.8,10.9658
13124.5,12.1263
13125.2,11.5984
13125.8,11.7332
13126.5,11.4265
13127.2,12.1152
13127.9,11.1492
13128.5,11.2575
13129.2,11.5123
13129.9,12.0639
13130.5,12.144
13131.2,11.1676
13131.9,11.4061
13132.6,11.9363
13133.2,12.7619
13133.9,12.3392
13134.6,11.7423
13135.3,11.9984
13135.9,10.8161
13136.6,11.8212
13137.3,11.8792
13137.9,11.7801
