freq (Hz),ISL (dB)
2396.24,29.7823
2396.91,29.7839
2397.59,29.9662
2398.26,28.6881
2398.93,28.4014
2399.61,27.5702
2400.28,27.6595
2400.95,28.1226
2401.63,28.1645
2402.3,27.1969
2402.97,27.261
2403.64,27.2034
2404.32,28.6026
2404.99,28.7196
2405.66,27.7174
2406.34,29.2195
2407.01,30.133
2407.68,29.0431
2408.35,27.0143
2409.03,26.5531
2409.7,29.3102
2410.37,29.9087
2411.05,29.2569
2411.72,29.6507
2412.39,27.4761
2413.06,28.3568
2413.74,28.6008
2414.41,30.2295
2415.08,30.8008
2415.76,28.8361
2416.43,28.9973
2417.1,28.8373
2417.77,29.9614
2418.45,30.6026
2419.12,29.9547
2419.79,28.6052
2420.47,27.9412
2421.14,27.8568
2421.81,29.696
2422.49,29.4759
2423.16,30.0664
2423.83,29.4348
2424.5,29.3659
2425.18,30.0672
2425.85,30.8229
2426.52,30.0387
2427.2,31.2174
2427.87,30.1504
2428.54,30.7791
2429.21,31.0769
2429.89,30.9696
2430.56,31.6116
2431.23,30.7778
2431.91,29.5509
2432.58,29.7298
2433.25,28.776
2433.92,30.2443
2434.6,29.006
2435.27,29.4407
2435.94,28.6272
2436.62,27.7496
2437.29,28.3438
2437.96,28.5367
2438.64,28.0172
2439.31,28.7981
2439.98,28.1378
2440.65,29.1146
2441.33,27.9812
2442,28.7713
2442.67,28.7106
2443.35,29.3785
2444.02,29.4542
2444.69,30.355
2445.36,29.0049
2446.04,30.4257
2446.71,30.9903
2447.38,30.1355
2448.06,29.4776
2448.73,28.6959
2449.4,28.976
2450.07,29.5491
2450.75,29.0201
2451.42,29.3199
2452.09,29.157
2452.77,29.6644
2453.44,29.8683
2454.11,29.9211
2454.79,29.3219
2455.46,28.5949
2456.13,29.0002
2456.8,28.1817
2457.48,29.0162
2458.15,29.1206
2458.82,28.9375
2459.5,29.1342
2460.17,28.8605
2460.84,28.3427
2461.51,28.3764
2462.19,28.1919
2462.86,27.3437
2463.53,27.4986
2464.21,27.0671
2464.88,28.7305
2465.55,28.5774
2466.22,29.0717
2466.9,28.7875
2467.57,28.3515
2468.24,28.4532
2468.92,27.673
2469.59,27.0982
2470.26,27.3625
2470.94,28.4259
2471.61,28.3746
2472.28,29.1084
2472.95,29.3709
2473.63,28.9168
2474.3,29.0242
2474.97,30.6022
2475.65,29.4251
2476.32,30.6234
2476.99,31.1616
2477.66,30.4779
2478.34,30.294
2479.01,30.7945
2479.68,30.8545
2480.36,30.9923
2481.03,29.8021
2481.7,29.9389
2482.37,30.2024
2483.05,29.8309
2483.72,30.7171
2484.39,29.0256
2485.07,29.3933
2485.74,29.8913
2486.41,31.1874
2487.08,29.7908
2487.76,29.8865
2488.43,29.9639
2489.1,29.7993
2489.78,29.3452
2490.45,28.9804
2491.12,29.147
2491.8,28.7851
2492.47,29.3289
2493.14,29.3131
2493.81,28.175
2494.49,28.4201
2495.16,28.1164
2495.83,29.2356
2496.51,29.3609
2497.18,29.3193
2497.85,28.9879
2498.52,28.1843
2499.2,27.6476
2499.87,27.2708
2500.54,28.2897
2501.22,28.6025
2501.89,28.2446
2502.56,27.8251
2503.23,28.1585
2503.91,27.6141
2504.58,28.5903
2505.25,29.1437
2505.93,29.2666
2506.6,29.6499
2507.27,29.9955
2507.95,28.9443
2508.62,28.7723
2509.29,28.7633
2509.96,29.2405
2510.64,29.1057
2511.31,28.7087
2511.98,28.2263
2512.66,29.2037
2513.33,28.8212
2514,28.9502
2514.67,28.3586
2515.35,28.9271
2516.02,28.6937
2516.69,29.2166
2517.37,29.5898
2518.04,29.609
2518.71,29.3047
2519.38,29.8032
2520.06,29.6647
2520.73,29.7233
2521.4,30.2172
2522.08,30.0996
2522.75,29.9549
2523.42,29.8858
2524.1,28.9475
2524.77,28.7135
2525.44,27.9493
2526.11,28.3838
2526.79,28.6196
2527.46,28.9062
2528.13,30.3002
2528.81,28.966
2529.48,29.7445
2530.15,29.2812
2530.82,28.6377
2531.5,28.3693
2532.17,28.9714
2532.84,28.8356
2533.52,30.3896
2534.19,29.549
2534.86,28.7444
2535.53,28.0947
2536.21,28.4924
2536.88,28.5488
2537.55,29.1479
2538.23,27.8596
2538.9,28.5628
2539.57,28.566
2540.25,28.1179
2540.92,28.9743
2541.59,30.4147
2542.26,28.3633
2542.94,27.8548
2543.61,27.9238
2544.28,29.0235
2544.96,28.9099
2545.63,28.2992
2546.3,28.6674
2546.97,27.9076
2547.65,27.7397
2548.32,28.1834
2548.99,28.4321
2549.67,28.4261
2550.34,28.4727
2551.01,28.6585
2551.68,28.8283
2552.36,27.6813
2553.03,28.7928
2553.7,27.5494
2554.38,29.0906
2555.05,28.243
2555.72,28.2575
2556.39,27.8917
2557.07,28.1936
2557.74,27.8246
2558.41,28.7396
2559.09,29.2565
2559.76,28.111
2560.43,28.6241
2561.11,28.6041
2561.78,28.5421
2562.45,29.3563
2563.12,29.7373
2563.8,29.5545
2564.47,29.552
2565.14,30.1602
2565.82,29.7985
2566.49,28.849
2567.16,29.8215
2567.83,30.2411
2568.51,30.1521
2569.18,29.27
2569.85,28.9529
2570.53,29.1524
2571.2,29.7637
2571.87,29.4474
2572.54,29.4221
2573.22,28.4811
2573.89,28.7895
2574.56,29.0241
2575.24,28.7263
2575.91,28.9019
2576.58,27.8595
2577.26,28.1578
2577.93,28.4516
2578.6,28.6833
2579.27,28.2656
2579.95,29.1778
2580.62,29.7288
2581.29,29.4548
2581.97,30.1987
2582.64,30.1775
2583.31,29.0677
2583.98,28.9717
2584.66,29.4323
2585.33,29.1497
2586,28.2327
2586.68,28.5551
2587.35,29.3983
2588.02,29.4486
2588.69,30.0837
2589.37,28.7204
2590.04,28.0585
2590.71,28.4537
2591.39,29.2509
2592.06,29.4613
2592.73,29.6351
2593.41,30.1861
2594.08,29.4403
2594.75,29.2146
2595.42,29.9719
2596.1,29.8907
2596.77,29.1288
2597.44,29.37
2598.12,28.9383
2598.79,29.5742
2599.46,28.9724
2600.13,29.5578
2600.81,29.6357
2601.48,29.482
2602.15,29.1072
2602.83,28.0552
2603.5,28.6542
2604.17,28.4395
2604.84,28.6824
2605.52,28.4237
2606.19,28.0081
2606.86,28.9025
2607.54,28.9273
2608.21,29.0929
2608.88,28.7744
2609.56,28.7116
2610.23,29.4671
2610.9,28.1816
2611.57,29.2666
2612.25,29.2961
2612.92,28.2934
2613.59,28.6775
2614.27,28.936
2614.94,30.3586
2615.61,29.6425
2616.28,29.3335
2616.96,27.758
2617.63,28.4166
2618.3,28.5312
2618.98,29.2874
2619.65,29.977
2620.32,28.0106
2620.99,28.1142
2621.67,27.977
2622.34,29.39
2623.01,28.9309
2623.69,28.2516
2624.36,27.6316
2625.03,27.37
2625.7,28.6664
2626.38,29.7073
2627.05,28.752
2627.72,26.9401
2628.4,26.5295
2629.07,27.7686
2629.74,29.3326
2630.42,28.9582
2631.09,27.8799
2631.76,27.1303
2632.43,27.8949
2633.11,29.9556
2633.78,29.7972
2634.45,29.0828
2635.13,28.7489
2635.8,29.1094
2636.47,29.0974
2637.14,28.7985
2637.82,28.239
2638.49,27.8873
2639.16,29.0903
2639.84,29.6059
2640.51,29.3093
2641.18,28.12
2641.85,28.175
2642.53,27.8228
2643.2,28.4104
2643.87,28.8726
2644.55,28.2302
2645.22,28.5452
2645.89,27.8354
2646.57,27.3934
2647.24,28.1368
2647.91,27.5771
2648.58,27.217
2649.26,27.0227
2649.93,26.9735
2650.6,26.0522
2651.28,27.328
2651.95,27.1797
2652.62,27.0246
2653.29,27.6092
2653.97,27.3211
2654.64,27.5072
2655.31,27.8454
2655.99,27.7615
2656.66,28.5159
2657.33,28.5211
2658,29.0116
2658.68,28.1814
2659.35,29.0642
2660.02,28.9137
2660.7,29.7262
2661.37,30.3961
2662.04,29.0857
2662.72,28.3896
2663.39,28.739
2664.06,29.6687
2664.73,29.8933
2665.41,28.5125
2666.08,27.7871
2666.75,28.4529
2667.43,29.2367
2668.1,29.4467
2668.77,29.1862
2669.44,28.7916
2670.12,28.9235
2670.79,29.1898
2671.46,30.8022
2672.14,30.8018
2672.81,29.3681
2673.48,28.9359
2674.15,29.0828
2674.83,29.4371
2675.5,30.4687
2676.17,28.9793
2676.85,29.2231
2677.52,29.948
2678.19,29.2562
2678.87,29.5239
2679.54,29.5642
2680.21,28.7052
2680.88,28.2107
2681.56,30.1768
2682.23,30.6728
2682.9,29.7797
2683.58,29.7209
2684.25,30.0642
2684.92,29.9707
2685.59,30.5952
2686.27,30.9895
2686.94,30.4356
2687.61,29.8149
2688.29,29.3173
2688.96,29.1361
2689.63,28.7579
2690.3,28.7315
2690.98,28.3351
2691.65,28.2958
2692.32,28.1039
2693,28.2411
2693.67,27.6124
2694.34,28.642
2695.01,28.2942
2695.69,27.4534
2696.36,28.1584
2697.03,28.8523
2697.71,28.293
2698.38,27.429
2699.05,27.5493
2699.73,28.1352
2700.4,28.6649
2701.07,28.6596
2701.74,29.4627
2702.42,28.6224
2703.09,28.4844
2703.76,28.5489
2704.44,28.8284
2705.11,29.0016
2705.78,28.6954
2706.45,28.3115
2707.13,29.0128
2707.8,28.0955
2708.47,28.494
2709.15,28.1864
2709.82,28.82
2710.49,27.6047
2711.16,27.3877
2711.84,28.5087
2712.51,28.8264
2713.18,28.03
2713.86,28.3624
2714.53,29.0862
2715.2,28.5228
2715.88,28.3757
2716.55,27.8051
2717.22,28.0104
2717.89,27.0906
2718.57,28.376
2719.24,27.9986
2719.91,28.5194
2720.59,28.3884
2721.26,28.8374
2721.93,29.6816
2722.6,28.1044
2723.28,28.8283
2723.95,28.2992
2724.62,27.587
2725.3,29.1916
2725.97,28.4643
2726.64,28.5629
2727.31,28.0922
2727.99,28.3867
2728.66,28.4056
2729.33,28.8549
2730.01,29.0654
2730.68,28.5357
2731.35,28.8606
2732.03,27.4863
2732.7,27.3801
2733.37,27.2297
2734.04,27.1325
2734.72,27.781
2735.39,27.2576
2736.06,27.2927
2736.74,27.3651
2737.41,28.0419
2738.08,28.7452
2738.75,27.7976
2739.43,28.1002
2740.1,27.7534
2740.77,27.1847
2741.45,26.4681
2742.12,27.0003
2742.79,26.5706
2743.46,25.8129
2744.14,27.3663
2744.81,27.7443
2745.48,27.7963
2746.16,28.2623
2746.83,28.1805
2747.5,27.7595
2748.18,28.1005
2748.85,27.8995
2749.52,27.7159
2750.19,27.5063
2750.87,27.808
2751.54,27.923
2752.21,28.3482
2752.89,29.1942
2753.56,28.003
2754.23,28.7016
2754.9,29.2313
2755.58,28.6829
2756.25,28.8597
2756.92,28.2703
2757.6,28.0493
2758.27,29.1803
2758.94,28.684
2759.61,29.2922
2760.29,28.4676
2760.96,29.0012
2761.63,28.6684
2762.31,29.8451
2762.98,29.2272
2763.65,29.7274
2764.32,29.7012
2765,30.0014
2765.67,28.7783
2766.34,28.111
2767.02,27.9461
2767.69,28.0196
2768.36,28.3309
2769.04,28.9459
2769.71,27.6978
2770.38,27.6474
2771.05,27.4
2771.73,27.92
2772.4,28.471
2773.07,27.8034
2773.75,27.098
2774.42,27.3235
2775.09,26.8371
2775.76,26.8548
2776.44,26.8251
2777.11,26.2214
2777.78,26.5769
2778.46,27.4679
2779.13,26.7214
2779.8,27.2824
2780.47,28.2711
2781.15,27.8258
2781.82,26.3544
2782.49,26.9741
2783.17,27.5418
2783.84,28.1359
2784.51,28.1896
2785.19,27.2798
2785.86,27.4242
2786.53,27.9401
2787.2,28.9427
2787.88,28.428
2788.55,28.1773
2789.22,28.6834
2789.9,29.2258
2790.57,28.9559
2791.24,29.6722
2791.91,29.8679
2792.59,30.3373
2793.26,30.3807
2793.93,29.693
2794.61,28.7098
2795.28,28.9135
2795.95,28.6375
2796.62,27.1221
2797.3,26.7059
2797.97,26.7703
2798.64,27.2873
2799.32,28.1144
2799.99,28.0938
2800.66,28.3212
2801.34,27.6433
2802.01,28.1208
2802.68,28.4496
2803.35,28.0375
2804.03,27.9423
2804.7,27.7005
2805.37,26.6332
2806.05,27.5537
2806.72,27.9133
2807.39,28.8243
2808.06,27.2961
2808.74,26.4429
2809.41,26.6329
2810.08,26.5064
2810.76,27.2697
2811.43,27.1664
2812.1,26.9617
2812.77,27.4158
2813.45,27.0606
2814.12,28.5958
2814.79,27.5552
2815.47,27.99
2816.14,28.3047
2816.81,27.5437
2817.49,27.6748
2818.16,27.5856
2818.83,27.6998
2819.5,27.9653
2820.18,27.426
2820.85,27.5682
2821.52,27.1995
2822.2,27.3912
2822.87,29.3011
2823.54,27.8642
2824.21,27.8485
2824.89,27.1953
2825.56,26.5278
2826.23,27.288
2826.91,26.9533
2827.58,26.97
2828.25,27.8576
2828.92,27.0432
2829.6,26.8759
2830.27,27.2586
2830.94,27.5467
2831.62,28.0682
2832.29,28.103
2832.96,27.7708
2833.63,25.789
2834.31,26.8525
2834.98,27.5152
2835.65,27.2809
2836.33,27.7297
2837,26.8908
2837.67,26.1626
2838.35,26.8284
2839.02,26.2064
2839.69,26.1795
2840.36,26.2576
2841.04,27.2207
2841.71,26.7249
2842.38,27.3012
2843.06,28.2232
2843.73,27.9474
2844.4,27.9559
2845.07,28.2665
2845.75,26.7756
2846.42,26.3222
2847.09,26.9153
2847.77,26.8005
2848.44,26.9951
2849.11,26.8915
2849.78,26.6183
2850.46,26.8149
2851.13,27.9038
2851.8,28.1888
2852.48,27.3732
2853.15,26.7874
2853.82,27.0107
2854.5,29.3954
2855.17,28.352
2855.84,27.2089
2856.51,27.5816
2857.19,28.198
2857.86,27.4719
2858.53,27.1499
2859.21,26.3087
2859.88,26.0548
2860.55,27.8228
2861.22,27.2448
2861.9,28.1806
2862.57,26.4234
2863.24,25.3027
2863.92,26.7395
2864.59,27.5609
2865.26,26.5451
2865.93,26.1646
2866.61,25.7717
2867.28,26.1919
2867.95,27.3976
2868.63,26.5806
2869.3,26.6338
2869.97,25.9349
2870.65,26.1921
2871.32,27.4687
2871.99,26.8831
2872.66,26.1914
2873.34,26.2542
2874.01,25.6005
2874.68,26.5177
2875.36,26.6085
2876.03,26.0292
2876.7,26.4064
2877.37,26.0438
2878.05,26.6009
2878.72,26.0376
2879.39,25.8558
2880.07,25.3902
2880.74,25.6499
2881.41,25.1505
2882.08,25.2912
2882.76,25.4282
2883.43,25.3845
2884.1,24.7487
2884.78,25.4437
2885.45,25.4724
2886.12,25.0265
2886.8,24.6508
2887.47,25.1441
2888.14,25.2799
2888.81,23.6118
2889.49,24.2168
2890.16,25.1685
2890.83,24.9006
2891.51,24.7189
2892.18,24.5194
2892.85,24.543
2893.52,25.4565
2894.2,26.4324
2894.87,24.9371
2895.54,25.1178
2896.22,24.4562
2896.89,24.3147
2897.56,24.4159
2898.23,24.9271
2898.91,26.0414
2899.58,24.712
2900.25,25.1824
2900.93,25.4132
2901.6,24.8102
2902.27,26.0221
2902.94,24.8313
2903.62,25.2205
2904.29,25.5972
2904.96,25.506
2905.64,26.4613
2906.31,25.7798
2906.98,25.8168
2907.66,24.5328
2908.33,24.3066
2909,24.6354
2909.67,24.5486
2910.35,24.384
2911.02,24.5629
2911.69,25.4386
2912.37,25.8286
2913.04,25.1477
2913.71,24.5385
2914.38,25.2932
2915.06,25.4542
2915.73,25.203
2916.4,24.6723
2917.08,24.8949
2917.75,25.0983
2918.42,26.2867
2919.09,27.1807
2919.77,25.9478
2920.44,24.5328
2921.11,23.1352
2921.79,24.024
2922.46,26.1763
2923.13,27.7375
2923.81,25.8441
2924.48,25.8266
2925.15,26.0102
2925.82,25.6781
2926.5,25.8827
2927.17,24.9982
2927.84,24.5473
2928.52,25.1903
2929.19,25.7071
2929.86,26.0167
2930.53,25.9198
2931.21,25.8858
2931.88,26.3994
2932.55,26.164
2933.23,25.5004
2933.9,27.0076
2934.57,27.2367
2935.24,26.8471
2935.92,26.811
2936.59,27.0272
2937.26,27.4116
2937.94,26.3203
2938.61,26.4846
2939.28,26.3787
2939.96,25.7299
2940.63,25.6784
2941.3,26.5143
2941.97,25.639
2942.65,25.1935
2943.32,25.547
2943.99,24.7912
2944.67,25.5684
2945.34,26.2934
2946.01,26.0606
2946.68,25.1843
2947.36,24.782
2948.03,25.4701
2948.7,25.8174
2949.38,26.2222
2950.05,25.7981
2950.72,26.1499
2951.39,26.2077
2952.07,26.3057
2952.74,27.2607
2953.41,26.5679
2954.09,25.9987
2954.76,26.4627
2955.43,26.7662
2956.11,26.0478
2956.78,26.3046
2957.45,25.0139
2958.12,25.8079
2958.8,25.0161
2959.47,25.5321
2960.14,25.8685
2960.82,25.5693
2961.49,25.2437
2962.16,25.3768
2962.83,25.4673
2963.51,25.7463
2964.18,26.6092
2964.85,27.0541
2965.53,26.129
2966.2,26.5515
2966.87,25.8522
2967.54,25.2771
2968.22,25.8305
2968.89,25.1052
2969.56,25.0967
2970.24,25.4645
2970.91,25.9838
2971.58,26.3683
2972.25,25.7759
2972.93,25.0098
2973.6,25.6501
2974.27,25.4527
2974.95,24.8761
2975.62,24.4975
2976.29,24.6707
2976.97,24.3573
2977.64,24.9234
2978.31,25.1579
2978.98,25.7854
2979.66,25.5431
2980.33,24.8866
2981,24.9076
2981.68,25.8695
2982.35,25.751
2983.02,25.1758
2983.69,24.2622
2984.37,24.6763
2985.04,25.1017
2985.71,25.9186
2986.39,25.2325
2987.06,25.0926
2987.73,24.7618
2988.4,26.5624
2989.08,27.034
2989.75,26.2669
2990.42,26.8395
2991.1,26.3819
2991.77,26.7286
2992.44,26.6208
2993.12,26.0599
2993.79,26.3666
2994.46,25.7524
2995.13,25.282
2995.81,25.9415
2996.48,25.7873
2997.15,25.5544
2997.83,26.6673
2998.5,25.6346
2999.17,25.4836
2999.84,25.7206
3000.52,25.762
3001.19,26.0317
3001.86,25.6008
3002.54,25.3834
3003.21,26.5975
3003.88,27.139
3004.55,26.4789
3005.23,27.0095
3005.9,26.6462
3006.57,26.8634
3007.25,26.3951
3007.92,27.0931
3008.59,27.2562
3009.27,27.3182
3009.94,26.7159
3010.61,26.3342
3011.28,26.387
3011.96,25.7355
3012.63,26.2314
3013.3,24.6012
3013.98,25.1364
3014.65,25.3951
3015.32,25.1753
3015.99,25.8983
3016.67,24.7923
3017.34,24.5571
3018.01,26.0248
3018.69,26.4843
3019.36,25.8738
3020.03,25.1343
3020.7,25.1656
3021.38,25.7195
3022.05,25.1506
3022.72,26.683
3023.4,26.2897
3024.07,26.6599
3024.74,27.0258
3025.42,27.2606
3026.09,27.3663
3026.76,26.8734
3027.43,26.0379
3028.11,25.9831
3028.78,26.573
3029.45,25.6931
3030.13,25.5749
3030.8,24.9921
3031.47,25.2685
3032.14,25.4355
3032.82,25.8216
3033.49,25.9624
3034.16,25.8445
3034.84,25.9692
3035.51,25.3091
3036.18,25.579
3036.85,24.5835
3037.53,24.6679
3038.2,25.223
3038.87,26.1583
3039.55,26.2164
3040.22,25.6616
3040.89,25.5024
3041.56,25.1617
3042.24,25.166
3042.91,25.4765
3043.58,25.732
3044.26,25.3424
3044.93,25.2405
3045.6,25.9138
3046.28,25.1714
3046.95,25.6481
3047.62,25.363
3048.29,24.9764
3048.97,26.0781
3049.64,25.5592
3050.31,25.729
3050.99,25.8728
3051.66,25.7303
3052.33,26.2733
3053,26.1033
3053.68,27.0043
3054.35,26.8963
3055.02,26.0093
3055.7,25.4499
3056.37,25.8852
3057.04,26.3299
3057.71,25.2248
3058.39,26.0904
3059.06,25.5319
3059.73,25.4957
3060.41,25.547
3061.08,24.5877
3061.75,25.2369
3062.43,24.6355
3063.1,24.798
3063.77,26.3084
3064.44,25.7058
3065.12,25.9702
3065.79,24.9894
3066.46,24.5612
3067.14,24.7327
3067.81,24.8453
3068.48,25.7029
3069.15,25.42
3069.83,25.385
3070.5,24.7025
3071.17,24.8128
3071.85,24.8417
3072.52,24.5505
3073.19,23.6329
3073.86,24.7098
3074.54,24.8131
3075.21,24.3126
3075.88,24.1737
3076.56,23.4124
3077.23,22.7826
3077.9,24.517
3078.58,24.0129
3079.25,24.6373
3079.92,25.2748
3080.59,25.6738
3081.27,25.9604
3081.94,25.7776
3082.61,25.5624
3083.29,24.9558
3083.96,25.7349
3084.63,25.7816
3085.3,26.0089
3085.98,26.848
3086.65,27.0739
3087.32,26.7266
3088,26.6456
3088.67,26.7535
3089.34,27.4054
3090.01,27.4858
3090.69,27.6391
3091.36,27.5201
3092.03,27.874
3092.71,27.6352
3093.38,26.9503
3094.05,26.9899
3094.73,27.4011
3095.4,26.5436
3096.07,27.2046
3096.74,26.5634
3097.42,26.1326
3098.09,26.4099
3098.76,26.7729
3099.44,27.2368
3100.11,26.7064
3100.78,26.8491
3101.45,27.1539
3102.13,26.4515
3102.8,25.0422
3103.47,24.9643
3104.15,25.7062
3104.82,26.4294
3105.49,25.5938
3106.16,26.7559
3106.84,26.0507
3107.51,25.8822
3108.18,25.8845
3108.86,26.0973
3109.53,26.1946
3110.2,25.4581
3110.87,26.3037
3111.55,25.3187
3112.22,26.3474
3112.89,26.1269
3113.57,26.5305
3114.24,26.2074
3114.91,26.0337
3115.59,26.2918
3116.26,26.3933
3116.93,27.4599
3117.6,26.4669
3118.28,26.3673
3118.95,26.3588
3119.62,26.5473
3120.3,26.6781
3120.97,26.3096
3121.64,26.8921
3122.31,26.8578
3122.99,26.428
3123.66,27.3166
3124.33,27.4915
3125.01,27.3556
3125.68,27.0274
3126.35,25.8351
3127.02,25.8961
3127.7,25.7372
3128.37,26.9853
3129.04,27.133
3129.72,27.4454
3130.39,26.4373
3131.06,26.9901
3131.74,27.4037
3132.41,27.2045
3133.08,26.7572
3133.75,26.4355
3134.43,27.378
3135.1,26.7534
3135.77,26.6417
3136.45,27.0484
3137.12,28.1261
3137.79,27.8122
3138.46,27.9263
3139.14,27.4318
3139.81,27.9149
3140.48,27.2345
3141.16,27.8394
3141.83,29.1572
3142.5,29.2004
3143.17,30.1592
3143.85,29.6892
3144.52,29.573
3145.19,29.4506
3145.87,28.9993
3146.54,29.9915
3147.21,28.8977
3147.89,28.5126
3148.56,27.9265
3149.23,27.5939
3149.9,27.4083
3150.58,28.0278
3151.25,28.3656
3151.92,27.8181
3152.6,28.5441
3153.27,28.3856
3153.94,28.4312
3154.61,27.561
3155.29,27.2736
3155.96,27.1872
3156.63,28.0293
3157.31,28.3982
3157.98,27.5352
3158.65,27.6792
3159.32,28.8673
3160,28.7002
3160.67,28.2651
3161.34,27.9432
3162.02,28.5162
3162.69,28.7829
3163.36,28.1889
3164.04,27.4456
3164.71,27.9547
3165.38,29.3285
3166.05,30.2014
3166.73,30.2721
3167.4,29.9006
3168.07,28.3396
3168.75,28.6318
3169.42,28.2922
3170.09,29.5397
3170.76,30.1697
3171.44,30.9781
3172.11,30.7083
3172.78,30.0512
3173.46,28.4987
3174.13,29.0665
3174.8,30.4267
3175.47,30.1203
3176.15,30.4225
3176.82,30.5261
3177.49,29.6763
3178.17,29.1295
3178.84,28.7623
3179.51,29.0127
3180.18,30.3576
3180.86,30.3108
3181.53,30.8924
3182.2,29.9499
3182.88,29.5268
3183.55,29.7752
3184.22,28.7876
3184.9,29.2801
3185.57,30.7321
3186.24,31.2823
3186.91,30.9111
3187.59,29.8335
3188.26,30.2121
3188.93,29.1401
3189.61,29.1056
3190.28,29.7753
3190.95,30.4426
3191.62,29.1365
3192.3,29.1897
3192.97,29.3805
3193.64,29.6049
3194.32,29.979
3194.99,30.1748
3195.66,29.5764
3196.33,29.1772
3197.01,29.0205
3197.68,29.4611
3198.35,29.6492
3199.03,29.024
3199.7,30.0965
3200.37,29.6093
3201.05,29.3751
3201.72,29.5564
3202.39,30.1264
3203.06,29.7189
3203.74,29.428
3204.41,30.0413
3205.08,30.3948
3205.76,30.2265
3206.43,31.0824
3207.1,29.9515
3207.77,31.1881
3208.45,31.634
3209.12,31.5198
3209.79,31.7215
3210.47,31.1267
3211.14,31.633
3211.81,32.39
3212.48,31.5796
3213.16,31.0088
3213.83,29.5996
3214.5,30.5995
3215.18,31.1344
3215.85,31.0543
3216.52,30.9844
3217.2,31.4206
3217.87,32.1467
3218.54,32.4483
3219.21,32.1331
3219.89,33.2713
3220.56,32.615
3221.23,33.046
3221.91,32.6447
3222.58,33.2161
3223.25,32.4776
3223.92,32.656
3224.6,33.0687
3225.27,33.0245
3225.94,32.9637
3226.62,33.2324
3227.29,32.9518
3227.96,33.0258
3228.63,32.9849
3229.31,32.062
3229.98,31.8366
3230.65,31.1054
3231.33,30.5376
3232,29.7359
3232.67,29.3012
3233.35,29.6787
3234.02,30.3636
3234.69,29.584
3235.36,28.6009
3236.04,29.0377
3236.71,30.0224
3237.38,30.1184
3238.06,30.5989
3238.73,30.6058
3239.4,29.0197
3240.07,29.7196
3240.75,29.4312
3241.42,29.7651
3242.09,29.9323
3242.77,30.1577
3243.44,30.0124
3244.11,29.4924
3244.78,30.0261
3245.46,30.7505
3246.13,30.9199
3246.8,29.8731
3247.48,30.51
3248.15,30.3935
3248.82,30.7693
3249.49,30.7407
3250.17,31.0145
3250.84,31.0645
3251.51,30.9414
3252.19,31.9463
3252.86,30.8851
3253.53,31.3749
3254.21,30.9156
3254.88,31.5511
3255.55,31.4547
3256.22,30.9843
3256.9,31.1104
3257.57,30.9796
3258.24,31.3094
3258.92,31.5009
3259.59,32.5993
3260.26,32.2025
3260.93,32.925
3261.61,31.4982
3262.28,31.9027
3262.95,31.5018
3263.63,31.8764
3264.3,31.7993
3264.97,30.9363
3265.64,31.1418
3266.32,30.7519
3266.99,31.2269
3267.66,30.5969
3268.34,30.3097
3269.01,31.4929
3269.68,31.2774
3270.36,31.0137
3271.03,31.6949
3271.7,31.9213
3272.37,31.0247
3273.05,32.0393
3273.72,31.1265
3274.39,31.1945
3275.07,31.6935
3275.74,31.9376
3276.41,32.001
3277.08,31.6039
3277.76,31.9065
3278.43,32.6342
3279.1,31.6255
3279.78,31.4131
3280.45,31.7846
3281.12,32.2121
3281.79,31.8308
3282.47,30.8802
3283.14,31.3169
3283.81,31.7574
3284.49,32.043
3285.16,31.2321
3285.83,30.7905
3286.51,31.8357
3287.18,32.5017
3287.85,30.5738
3288.52,31.3387
3289.2,31.6277
3289.87,32.429
3290.54,31.8158
3291.22,32.5888
3291.89,32.4967
3292.56,32.5529
3293.23,32.4892
3293.91,31.9016
3294.58,31.8322
3295.25,31.8395
3295.93,31.8583
3296.6,31.1621
3297.27,30.8113
3297.94,31.5699
3298.62,31.6341
3299.29,32.5156
3299.96,31.6757
3300.64,31.9975
3301.31,32.1231
3301.98,32.7304
3302.66,33.6281
3303.33,33.3445
3304,33.343
3304.67,33.4725
3305.35,33.3297
3306.02,33.4733
3306.69,34.7482
3307.37,33.9377
3308.04,33.5671
3308.71,32.7778
3309.38,32.7166
3310.06,34.0358
3310.73,34.116
3311.4,33.1664
3312.08,33.1338
3312.75,33.2446
3313.42,34.3076
3314.09,33.2588
3314.77,33.6309
3315.44,33.4862
3316.11,33.4243
3316.79,32.1669
3317.46,31.9019
3318.13,32.6287
3318.8,32.8271
3319.48,32.2305
3320.15,31.985
3320.82,32.4923
3321.5,32.1371
3322.17,31.5447
3322.84,31.6282
3323.52,32.1252
3324.19,32.4766
3324.86,32.6397
3325.53,32.5294
3326.21,31.8953
3326.88,31.9477
3327.55,31.7819
3328.23,32.612
3328.9,31.976
3329.57,31.6835
3330.24,31.7037
3330.92,32.5102
3331.59,32.1138
3332.26,31.2235
3332.94,32.4631
3333.61,33.2947
3334.28,33.8166
3334.95,32.5865
3335.63,32.895
3336.3,33.2166
3336.97,31.6242
3337.65,31.7579
3338.32,32.2141
3338.99,32.152
3339.67,32.222
3340.34,32.2647
3341.01,31.6895
3341.68,31.4174
3342.36,31.2943
3343.03,32.9676
3343.7,33.1106
3344.38,33.2637
3345.05,34.1851
3345.72,33.3409
3346.39,33.6454
3347.07,34.1791
