time (sec),level (dB(SPL))
0.1,81.532
0.2,83.264
0.3,80.9591
0.4,81.3276
0.5,81.2921
0.6,80.3082
0.7,81.6492
0.8,81.1605
0.9,76.707
1,75.0325
1.1,77.1568
1.2,76.0959
1.3,75.3088
1.4,76.1454
1.5,76.9589
1.6,79.139
1.7,78.7641
1.8,74.061
1.9,76.5102
2,86.1
2.1,79.8022
2.2,76.5613
2.3,76.7248
2.4,76.729
2.5,77.4745
2.6,76.1987
2.7,76.9425
2.8,74.6965
2.9,74.2874
3,74.6534
3.1,79.5137
3.2,76.2572
3.3,75.8848
3.4,77.209
3.5,78.3025
3.6,77.4311
3.7,76.1951
3.8,76.6783
3.9,76.5936
4,76.5155
4.1,75.4761
4.2,78.8516
4.3,81.075
4.4,82.3212
4.5,81.8951
4.6,79.662
4.7,74.6429
4.8,74.427
4.9,74.7481
5,75.3575
5.1,77.4978
5.2,81.604
5.3,75.8305
5.4,78.1028
5.5,78.5941
5.6,76.7462
5.7,77.8979
5.8,82.4234
5.9,80.7951
6,74.6639
6.1,74.5287
6.2,78.0832
6.3,78.4761
6.4,77.6488
6.5,75.9637
6.6,78.1468
6.7,79.6867
6.8,77.4603
6.9,77.3318
7,77.6043
7.1,78.8455
7.2,78.0984
7.3,78.4002
7.4,77.9313
7.5,79.4265
7.6,78.9135
7.7,79.0624
7.8,78.553
7.9,79.6115
8,80.4022
8.1,79.1028
8.2,78.3211
8.3,78.6684
8.4,80.802
8.5,76.1962
8.6,74.6382
8.7,74.4853
8.8,74.5017
8.9,74.4249
9,74.4258
9.1,75.0071
9.2,77.8064
9.3,75.6229
9.4,76.1737
9.5,79.0101
9.6,78.9282
9.7,74.4382
9.8,74.8084
9.9,74.7598
10,74.9513
10.1,74.7108
10.2,74.3612
10.3,74.3317
10.4,74.3651
10.5,74.4966
10.6,75.321
10.7,76.467
10.8,75.0194
10.9,76.7886
11,75.7318
11.1,80.989
11.2,79.0369
11.3,76.9241
11.4,78.9185
11.5,79.682
11.6,76.8318
11.7,78.3834
11.8,75.0959
11.9,74.2526
12,74.3267
12.1,74.4328
12.2,74.5999
12.3,77.7537
12.4,77.0398
12.5,76.8052
12.6,77.3533
12.7,76.5968
12.8,75.3018
12.9,74.4558
13,74.4745
13.1,74.5229
13.2,74.5111
13.3,79.3791
13.4,79.2035
13.5,77.9437
13.6,76.9945
13.7,76.4462
13.8,76.3546
13.9,76.1388
14,77.3594
14.1,76.9591
14.2,76.9261
14.3,77.2904
14.4,76.3128
14.5,76.3338
14.6,75.9109
14.7,75.7937
14.8,75.992
14.9,75.4825
15,75.4161
15.1,75.5712
15.2,77.1235
15.3,75.9084
15.4,75.8744
15.5,75.484
15.6,74.8958
15.7,74.6876
15.8,74.8026
15.9,74.8725
16,74.9333
16.1,77.7637
16.2,77.4454
16.3,77.9487
16.4,77.9206
16.5,77.3961
16.6,77.9746
16.7,77.0689
16.8,76.2396
16.9,76.3009
17,76.4713
17.1,76.4069
17.2,75.9605
17.3,75.718
17.4,75.4853
17.5,76.2784
17.6,76.1444
17.7,76.5459
17.8,76.6441
17.9,76.125
18,78.5351
18.1,80.1501
18.2,78.8402
18.3,77.8666
18.4,76.4688
18.5,77.8977
18.6,78.644
18.7,78.1294
18.8,76.6893
18.9,75.0695
19,74.7233
19.1,74.736
19.2,74.5279
19.3,74.6798
19.4,74.5064
19.5,74.5108
19.6,74.353
19.7,74.9757
19.8,77.7465
19.9,81.8347
20,81.9629
20.1,82.1804
20.2,81.5143
20.3,81.0078
20.4,81.1434
20.5,80.4856
20.6,79.4979
20.7,77.3156
20.8,80.371
20.9,80.4728
21,79.4042
21.1,78.7918
21.2,78.3871
21.3,77.3092
21.4,76.009
21.5,74.4432
21.6,74.3754
21.7,76.8697
21.8,74.6419
21.9,74.2889
22,74.2595
22.1,75.4309
22.2,78.5754
22.3,75.2134
22.4,74.2531
22.5,74.1576
22.6,74.5066
22.7,74.8745
22.8,77.6827
22.9,77.9168
23,74.6894
23.1,75.4023
23.2,75.5599
23.3,74.1873
23.4,74.3019
23.5,74.1688
23.6,74.2157
23.7,76.7059
23.8,78.7318
23.9,80.175
24,77.4229
24.1,76.0332
24.2,84.7547
24.3,85.5402
24.4,83.5415
24.5,74.5802
24.6,76.5983
24.7,78.6797
24.8,77.0925
24.9,75.4436
25,75.9831
25.1,81.913
25.2,82.4424
25.3,79.576
25.4,77.0583
25.5,77.3311
25.6,82.4994
25.7,82.6754
25.8,82.9998
25.9,75.0567
26,80.1397
26.1,82.1133
26.2,81.2535
26.3,80.1565
26.4,79.6335
26.5,79.1913
26.6,78.9094
26.7,78.735
26.8,77.4529
26.9,80.8583
27,81.1344
27.1,79.8388
27.2,78.8262
27.3,77.7713
27.4,76.9185
27.5,76.0951
27.6,76.2272
27.7,76.9149
27.8,76.2345
27.9,78.2041
28,75.9346
28.1,77.502
28.2,76.259
28.3,76.7337
28.4,77.3092
28.5,76.1552
28.6,75.6463
28.7,75.7511
28.8,75.6927
28.9,75.7426
29,75.7252
29.1,76.1063
29.2,78.7133
29.3,78.3825
29.4,80.4155
29.5,78.1611
29.6,77.453
29.7,77.8927
29.8,76.1359
29.9,75.5445
30,74.9024
30.1,74.8296
30.2,74.3515
30.3,75.3836
30.4,76.075
30.5,74.9726
30.6,75.8829
30.7,74.7765
30.8,74.6198
30.9,74.2994
31,74.475
31.1,74.8463
31.2,74.5999
31.3,74.2666
31.4,74.3621
31.5,74.4964
31.6,76.2395
31.7,81.6513
31.8,77.7362
31.9,77.1158
32,80.0198
32.1,80.9662
32.2,76.1792
32.3,78.0422
32.4,75.1392
32.5,77.6669
32.6,79.4755
32.7,77.0419
32.8,74.4843
32.9,74.3387
33,74.435
33.1,74.4236
33.2,74.4897
33.3,74.4265
33.4,74.6932
33.5,74.9632
33.6,75.4898
33.7,77.3953
33.8,75.2955
33.9,75.1876
34,75.0302
34.1,77.0642
34.2,80.1275
34.3,79.3147
34.4,75.0449
34.5,75.8146
34.6,75.8828
34.7,74.8423
34.8,76.9554
34.9,77.3549
35,76.0218
35.1,76.6065
35.2,76.9929
