time (sec),level (dB(SPL))
0.1,80.5264
0.2,79.6204
0.3,80.8217
0.4,80.5362
0.5,80.0799
0.6,80.1415
0.7,78.7461
0.8,79.4433
0.9,78.697
1,80.8912
1.1,81.5524
1.2,79.8146
1.3,80.0385
1.4,79.8672
1.5,81.6747
1.6,83.9875
1.7,82.2198
1.8,84.6886
1.9,82.6137
2,82.6707
2.1,81.9323
2.2,82.1222
2.3,81.4119
2.4,78.6085
2.5,84.6764
2.6,84.1255
2.7,85.3637
2.8,85.6451
2.9,87.282
3,80.9326
3.1,79.4426
3.2,79.7672
3.3,80.9917
3.4,78.7526
3.5,79.3323
3.6,79.3466
3.7,79.3845
3.8,78.3304
3.9,76.9043
4,79.6416
4.1,78.2995
4.2,78.5506
4.3,79.3611
4.4,77.436
4.5,80.4341
4.6,77.9372
4.7,79.1095
4.8,80.0462
4.9,79.5532
5,78.9768
5.1,78.562
5.2,79.9511
5.3,79.1545
5.4,79.7882
5.5,80.1888
5.6,78.1485
5.7,78.7238
5.8,77.2648
5.9,77.7088
6,77.744
6.1,81.3461
6.2,82.6569
6.3,77.1652
6.4,75.6488
6.5,76.004
6.6,79.5028
6.7,78.7762
6.8,77.5697
6.9,81.0376
7,79.6011
7.1,82.9111
7.2,77.1636
7.3,76.5083
7.4,76.5487
7.5,76.9895
7.6,78.7093
7.7,78.0666
7.8,77.9499
7.9,78.157
8,77.8078
8.1,77.6156
8.2,77.6198
8.3,78.5069
8.4,77.7942
8.5,77.684
8.6,77.6453
8.7,78.04
8.8,77.1709
8.9,76.2755
9,79.4556
9.1,78.0853
9.2,78.4928
9.3,76.677
9.4,76.257
9.5,78.0351
9.6,75.4648
9.7,75.798
9.8,76.3733
9.9,75.4198
10,75.9927
10.1,77.7027
10.2,75.7917
10.3,76.3892
10.4,75.3177
10.5,75.8992
10.6,77.5723
10.7,75.784
10.8,75.1941
10.9,75.3313
11,80.7594
11.1,80.2802
11.2,77.6521
11.3,76.783
11.4,76.3876
11.5,75.7809
11.6,75.689
